customer_id,age_group,city,occupation,income_level,register_date,aum,risk_appetite,vip_level,has_app
C001636,35-44,上海,退休,10万以下,2023-10-31,32314.52,R3,普通,1
C001637,35-44,南京,公务员,10-30万,2022-09-30,183055.54,R3,普通,1
C001638,65+,苏州,企业职员,30-50万,2023-04-16,351030.67,R1,钻石,1
C001639,25-34,南通,公务员,10-30万,2023-11-14,99884.82,R1,普通,1
C001640,45-54,徐州,个体经营,10万以下,2019-11-07,26092.68,R3,普通,1
C001641,45-54,徐州,公务员,30-50万,2020-02-18,233104.82,R4,普通,1
C001642,25-34,深圳,专业技术,10万以下,2019-03-18,41155.28,R2,银卡,1
C001643,35-44,无锡,专业技术,30-50万,2024-03-26,460416.6,R1,普通,0
C001644,25-34,南京,退休,10万以下,2021-08-07,37292.11,R2,普通,0
C001645,25-34,南京,其他,30-50万,2020-06-08,386330.43,R3,银卡,1
C001646,35-44,常州,公务员,10-30万,2021-06-13,108967.84,R1,银卡,1
C001647,25-34,无锡,其他,10-30万,2024-04-05,216002.92,R3,银卡,1
C001648,55-64,北京,退休,10-30万,2021-09-14,200013.52,R3,普通,1
C001649,55-64,常州,企业职员,10万以下,2023-09-01,60861.31,R2,普通,0
C001650,55-64,无锡,专业技术,10-30万,2024-04-21,144573.63,R3,普通,1
C001651,25-34,杭州,公务员,30-50万,2020-01-06,786660.36,R4,普通,1
C001652,25-34,杭州,企业职员,30-50万,2023-11-03,324869.39,R2,普通,0
C001653,25-34,上海,退休,10万以下,2022-08-13,27133.56,R1,金卡,1
C001654,25-34,常州,企业职员,10-30万,2018-06-10,218119.29,R1,金卡,1
C001655,65+,苏州,公务员,30-50万,2018-09-15,609827.0,R3,普通,0
C001656,35-44,南通,退休,30-50万,2024-02-29,345931.0,R4,普通,1
C001657,25-34,南京,企业职员,10-30万,2021-12-31,71119.58,R3,普通,1
C001658,55-64,常州,退休,10万以下,2022-04-25,27091.37,R5,普通,1
C001659,35-44,杭州,企业职员,50万以上,2020-09-01,1065059.74,R3,普通,1
C001660,18-24,常州,公务员,10-30万,2020-04-03,284218.55,R2,普通,1
C001661,25-34,南京,公务员,10-30万,2023-12-18,175477.72,R2,普通,1
C001662,45-54,南京,企业职员,30-50万,2021-11-09,272735.72,R3,普通,1
C001663,55-64,杭州,专业技术,10万以下,2022-09-24,17791.16,R3,银卡,0
C001664,25-34,苏州,公务员,30-50万,2018-07-01,271051.25,R3,普通,1
C001665,55-64,常州,企业职员,10万以下,2022-08-28,22686.83,R3,普通,1
C001666,55-64,上海,个体经营,30-50万,2024-03-20,368011.56,R2,普通,1
C001667,55-64,苏州,个体经营,50万以上,2020-08-27,2618858.02,R2,普通,0
C001668,25-34,上海,专业技术,50万以上,2019-02-23,925155.6,R3,普通,1
C001669,18-24,南京,企业职员,50万以上,2019-06-20,4712571.53,R3,普通,0
C001670,55-64,上海,公务员,30-50万,2023-08-09,249588.72,R4,银卡,1
C001671,25-34,南京,企业职员,10万以下,2019-12-11,14830.32,R2,普通,1
C001672,45-54,苏州,退休,50万以上,2023-03-08,3489008.23,R4,普通,1
C001673,45-54,苏州,专业技术,50万以上,2023-07-18,2904011.07,R2,普通,0
C001674,25-34,北京,公务员,10-30万,2021-03-26,109543.02,R2,银卡,1
C001675,55-64,常州,专业技术,10-30万,2019-07-26,145206.65,R4,金卡,0
C001676,65+,杭州,退休,10万以下,2019-03-02,36762.63,R5,普通,0
C001677,45-54,南通,退休,10-30万,2020-09-09,128489.6,R5,普通,1
C001678,35-44,杭州,其他,30-50万,2021-12-03,209186.2,R1,金卡,1
C001679,55-64,南通,公务员,10-30万,2020-11-19,34691.97,R2,银卡,0
C001680,35-44,无锡,企业职员,10-30万,2022-08-25,78659.52,R3,普通,1
C001681,45-54,徐州,退休,10-30万,2023-08-08,297546.03,R4,银卡,1
C001682,55-64,苏州,其他,10万以下,2021-12-30,75861.11,R3,普通,1
C001683,45-54,北京,公务员,50万以上,2023-05-25,1315933.93,R1,普通,1
C001684,25-34,北京,退休,10万以下,2023-11-06,18582.41,R3,银卡,0
C001685,25-34,南京,专业技术,10万以下,2019-11-30,34475.81,R1,银卡,1
C001686,25-34,北京,其他,10万以下,2019-05-14,37363.26,R2,普通,1
C001687,35-44,南京,公务员,30-50万,2019-11-26,540137.81,R3,普通,1
C001688,35-44,上海,个体经营,30-50万,2018-11-26,113063.57,R1,金卡,1
C001689,45-54,杭州,专业技术,10万以下,2021-06-30,145485.36,R3,银卡,1
C001690,35-44,苏州,其他,10万以下,2020-05-06,52848.78,R3,普通,1
C001691,55-64,南京,退休,10-30万,2023-03-12,108696.53,R2,普通,0
C001692,55-64,上海,个体经营,10万以下,2021-09-26,20946.23,R2,普通,1
C001693,25-34,无锡,个体经营,30-50万,2023-10-23,655315.89,R4,普通,1
C001694,45-54,常州,公务员,10万以下,2020-09-18,38432.16,R3,普通,1
C001695,45-54,上海,个体经营,10-30万,2021-10-15,125658.2,R4,钻石,1
C001696,35-44,苏州,其他,10-30万,2021-02-02,150906.29,R2,银卡,1
C001697,25-34,南京,公务员,10-30万,2019-04-09,113423.88,R3,钻石,0
C001698,55-64,深圳,其他,10-30万,2024-02-08,146704.87,R5,普通,1
C001699,65+,上海,公务员,10万以下,2021-09-25,43136.9,R1,普通,0
C001700,45-54,徐州,企业职员,10万以下,2022-01-15,35618.17,R2,钻石,1
C001701,55-64,苏州,退休,10万以下,2019-12-16,34697.18,R4,金卡,1
C001702,65+,深圳,个体经营,10万以下,2020-06-16,60197.3,R2,普通,1
C001703,35-44,苏州,退休,50万以上,2020-01-28,674969.04,R2,普通,0
C001704,45-54,南京,其他,10万以下,2019-04-23,20130.91,R5,银卡,1
C001705,35-44,苏州,企业职员,10-30万,2022-08-15,121604.27,R1,普通,1
C001706,65+,上海,专业技术,10万以下,2022-04-03,20827.28,R3,金卡,1
C001707,25-34,苏州,公务员,30-50万,2022-04-30,328142.6,R4,银卡,1
C001708,35-44,苏州,个体经营,50万以上,2019-06-25,2855754.27,R4,普通,1
C001709,55-64,常州,公务员,30-50万,2021-08-13,371288.38,R2,普通,0
C001710,25-34,徐州,公务员,10-30万,2019-11-09,48080.96,R1,普通,0
C001711,55-64,南京,专业技术,30-50万,2022-12-09,323692.4,R4,银卡,1
C001712,35-44,徐州,个体经营,10-30万,2018-10-26,123537.94,R4,普通,0
C001713,65+,无锡,退休,30-50万,2021-07-02,408017.19,R2,普通,1
C001714,55-64,苏州,个体经营,30-50万,2018-06-16,528204.37,R2,普通,0
C001715,25-34,南京,专业技术,10万以下,2021-09-21,38030.62,R3,普通,1
C001716,45-54,深圳,退休,10-30万,2024-03-01,111952.95,R1,银卡,1
C001717,35-44,上海,企业职员,10万以下,2022-10-31,16521.75,R4,普通,1
C001718,45-54,南京,个体经营,10万以下,2021-10-12,24061.85,R4,普通,0
C001719,45-54,无锡,专业技术,30-50万,2023-08-13,292971.77,R2,普通,1
C001720,55-64,南京,专业技术,10万以下,2019-10-04,26014.28,R4,金卡,1
C001721,18-24,南通,企业职员,30-50万,2022-04-26,565126.06,R4,普通,1
C001722,25-34,上海,企业职员,50万以上,2019-06-17,1835866.33,R3,普通,1
C001723,45-54,南京,其他,10-30万,2018-08-10,181180.65,R5,普通,1
C001724,35-44,北京,退休,10-30万,2023-12-01,99032.7,R2,普通,1
C001725,35-44,无锡,个体经营,10-30万,2022-09-26,255104.21,R4,银卡,0
C001726,18-24,苏州,企业职员,30-50万,2020-10-05,559970.33,R1,普通,1
C001727,35-44,南京,公务员,10万以下,2019-03-16,31731.65,R2,钻石,1
C001728,55-64,南京,专业技术,10万以下,2019-01-02,40563.58,R3,银卡,1
C001729,18-24,杭州,退休,10-30万,2023-03-31,85593.69,R1,银卡,0
C001730,35-44,常州,退休,50万以上,2023-01-18,522614.07,R3,普通,1
C001731,65+,杭州,专业技术,10万以下,2023-03-21,22150.26,R2,普通,1
C001732,18-24,苏州,退休,10-30万,2022-04-28,174377.1,R2,普通,1
C001733,45-54,苏州,公务员,50万以上,2020-09-24,1561384.81,R3,金卡,1
C001734,25-34,无锡,企业职员,10万以下,2022-01-14,28016.12,R1,钻石,0
C001735,55-64,无锡,个体经营,10万以下,2020-01-15,19634.29,R2,普通,1
C001736,45-54,南京,其他,10-30万,2022-01-15,45131.43,R1,钻石,1
C001737,55-64,南京,其他,10万以下,2020-11-11,61167.76,R5,银卡,1
C001738,25-34,深圳,企业职员,10万以下,2021-01-12,27038.18,R3,银卡,1
C001739,35-44,徐州,公务员,10-30万,2022-11-21,96807.33,R3,钻石,1
C001740,45-54,南京,企业职员,10-30万,2024-01-19,85769.94,R3,钻石,0
C001741,25-34,上海,退休,10-30万,2023-02-01,224697.03,R3,普通,1
C001742,25-34,无锡,退休,10-30万,2019-09-21,186450.75,R2,普通,1
C001743,18-24,杭州,其他,10-30万,2019-12-01,73985.71,R1,银卡,1
C001744,65+,深圳,公务员,10-30万,2023-09-04,214812.0,R3,普通,1
C001745,45-54,南京,专业技术,30-50万,2022-02-06,372013.2,R2,普通,1
C001746,45-54,深圳,个体经营,30-50万,2019-07-08,294769.43,R4,金卡,0
C001747,45-54,南京,其他,10-30万,2019-07-22,103615.36,R2,普通,1
C001748,35-44,苏州,其他,30-50万,2024-04-24,270376.63,R3,普通,0
C001749,35-44,徐州,其他,30-50万,2019-09-06,206649.89,R2,普通,1
C001750,35-44,上海,公务员,10万以下,2019-09-04,44223.79,R3,普通,1
C001751,45-54,南京,个体经营,50万以上,2023-09-18,1343277.71,R5,普通,1
C001752,25-34,南京,退休,30-50万,2022-04-11,544609.66,R2,金卡,1
C001753,55-64,苏州,专业技术,10-30万,2024-02-03,138531.59,R1,银卡,1
C001754,55-64,苏州,专业技术,10万以下,2020-06-19,39467.12,R3,普通,0
C001755,35-44,苏州,企业职员,10-30万,2019-03-23,43142.06,R1,普通,1
C001756,35-44,南京,个体经营,10-30万,2023-05-03,77797.68,R1,普通,1
C001757,25-34,深圳,其他,30-50万,2022-04-18,531735.89,R3,普通,1
C001758,65+,杭州,个体经营,10-30万,2021-03-07,63438.85,R1,普通,1
C001759,55-64,深圳,其他,10万以下,2023-12-25,36151.92,R1,普通,1
C001760,65+,南京,个体经营,10万以下,2022-08-12,14966.96,R2,普通,1
C001761,35-44,南京,其他,30-50万,2023-02-08,403302.35,R2,普通,1
C001762,25-34,常州,退休,10万以下,2024-05-23,67100.57,R4,普通,1
C001763,25-34,徐州,专业技术,30-50万,2020-05-22,589199.36,R2,钻石,1
C001764,25-34,徐州,退休,10万以下,2020-01-18,11891.54,R2,金卡,1
C001765,25-34,南京,企业职员,10-30万,2023-12-06,183401.45,R3,普通,1
C001766,18-24,杭州,个体经营,10-30万,2023-08-17,298452.52,R4,银卡,1
C001767,65+,常州,企业职员,10万以下,2023-12-28,121474.62,R2,普通,1
C001768,18-24,无锡,退休,10-30万,2018-10-03,152174.76,R3,银卡,1
C001769,25-34,常州,公务员,10-30万,2020-12-26,60659.83,R3,金卡,1
C001770,55-64,南京,专业技术,10万以下,2021-02-20,37282.96,R2,银卡,0
C001771,45-54,南京,其他,10-30万,2023-11-24,266535.79,R1,银卡,1
C001772,45-54,深圳,退休,30-50万,2024-05-28,364279.15,R3,金卡,0
C001773,45-54,南通,专业技术,30-50万,2018-10-29,673857.73,R2,普通,0
C001774,55-64,南京,企业职员,10-30万,2018-09-22,78861.27,R2,银卡,1
C001775,45-54,苏州,专业技术,30-50万,2021-02-18,481854.0,R3,普通,1
C001776,35-44,南京,个体经营,10万以下,2023-08-13,8640.04,R1,普通,1
C001777,45-54,北京,其他,10万以下,2024-03-27,18653.42,R2,银卡,1
C001778,35-44,杭州,个体经营,10-30万,2019-05-24,119633.32,R2,普通,1
C001779,35-44,南通,退休,10-30万,2021-03-25,100064.34,R4,普通,1
C001780,35-44,深圳,专业技术,30-50万,2022-06-07,208753.85,R3,普通,0
C001781,25-34,无锡,个体经营,10万以下,2024-05-05,23368.04,R2,钻石,1
C001782,55-64,杭州,公务员,10-30万,2020-12-29,141502.77,R2,普通,1
C001783,25-34,常州,公务员,10-30万,2019-02-16,114936.29,R5,普通,1
C001784,25-34,杭州,专业技术,10万以下,2019-05-20,30928.13,R3,普通,1
C001785,25-34,北京,其他,10-30万,2020-01-05,173031.93,R3,金卡,0
C001786,55-64,常州,其他,10-30万,2024-02-11,101079.81,R1,普通,1
C001787,35-44,南京,公务员,10万以下,2019-11-10,59192.0,R1,普通,0
C001788,45-54,南京,企业职员,10-30万,2020-04-26,73175.17,R2,普通,1
C001789,55-64,苏州,公务员,10万以下,2019-05-12,78665.03,R4,银卡,0
C001790,18-24,苏州,专业技术,50万以上,2023-07-10,2616884.33,R4,金卡,1
C001791,45-54,无锡,个体经营,10万以下,2019-03-22,25108.3,R1,普通,0
C001792,25-34,常州,企业职员,10万以下,2020-02-06,25959.51,R3,普通,1
C001793,25-34,南京,公务员,10万以下,2019-10-23,33266.98,R4,普通,1
C001794,45-54,北京,专业技术,10万以下,2023-06-13,40468.86,R4,普通,1
C001795,55-64,南京,公务员,10万以下,2019-04-07,51856.05,R2,金卡,1
C001796,25-34,南京,公务员,10-30万,2024-04-13,61386.88,R2,普通,1
C001797,35-44,南京,个体经营,10万以下,2023-01-28,37334.53,R5,金卡,1
C001798,25-34,深圳,其他,10万以下,2023-06-25,10411.8,R2,普通,1
C001799,35-44,无锡,其他,10万以下,2023-01-08,27454.97,R2,普通,1
C001800,45-54,南京,公务员,10-30万,2020-08-24,248252.9,R2,银卡,1
C001801,45-54,南京,退休,10万以下,2018-11-04,14766.97,R3,银卡,0
C001802,45-54,无锡,其他,10-30万,2018-06-24,53940.03,R1,普通,1
C001803,25-34,深圳,公务员,10-30万,2023-10-05,134006.63,R3,钻石,0
C001804,45-54,南通,企业职员,30-50万,2018-07-28,800454.05,R5,普通,1
C001805,45-54,苏州,公务员,10万以下,2023-10-05,35300.43,R3,金卡,1
C001806,45-54,无锡,退休,30-50万,2019-12-04,154339.64,R5,普通,1
C001807,18-24,南京,企业职员,10-30万,2023-04-23,51724.29,R4,普通,0
C001808,35-44,常州,公务员,10万以下,2019-06-13,31502.62,R4,金卡,1
C001809,35-44,无锡,其他,10-30万,2022-04-24,66544.48,R3,普通,1
C001810,25-34,上海,公务员,30-50万,2019-02-25,428293.07,R4,普通,1
C001811,25-34,南京,个体经营,10-30万,2021-02-24,132355.21,R3,金卡,1
C001812,35-44,南京,其他,10-30万,2021-03-26,93935.93,R2,普通,1
C001813,45-54,南通,其他,10-30万,2021-10-05,297337.81,R4,银卡,1
C001814,25-34,上海,公务员,10万以下,2023-01-15,40303.2,R3,普通,1
C001815,55-64,常州,公务员,50万以上,2021-04-24,2749064.16,R4,普通,1
C001816,35-44,杭州,专业技术,10万以下,2020-06-07,47536.04,R2,普通,1
C001817,45-54,杭州,公务员,10万以下,2023-07-28,27831.28,R2,普通,0
C001818,35-44,北京,退休,10万以下,2023-07-25,27220.59,R3,普通,0
C001819,35-44,无锡,退休,10-30万,2021-11-03,103407.94,R3,普通,1
C001820,45-54,北京,个体经营,30-50万,2019-05-27,562288.84,R2,银卡,1
C001821,65+,上海,个体经营,30-50万,2022-04-16,288958.18,R4,普通,0
C001822,35-44,徐州,企业职员,50万以上,2021-12-07,3553672.51,R3,普通,1
C001823,35-44,南通,退休,10-30万,2018-08-21,82645.23,R1,银卡,1
C001824,45-54,南京,其他,10-30万,2022-10-23,133583.84,R3,普通,1
C001825,45-54,南通,其他,10-30万,2022-03-17,107013.11,R1,钻石,1
C001826,18-24,上海,专业技术,10万以下,2019-05-03,23945.99,R3,普通,1
C001827,35-44,深圳,退休,50万以上,2021-04-17,4444371.81,R1,金卡,1
C001828,35-44,无锡,其他,10-30万,2023-09-30,96347.8,R2,金卡,1
C001829,65+,深圳,公务员,10-30万,2023-02-14,103041.43,R5,普通,0
C001830,35-44,南京,退休,10-30万,2018-07-18,86092.73,R1,银卡,1
C001831,35-44,深圳,企业职员,30-50万,2019-07-14,408292.92,R3,普通,1
C001832,65+,南通,退休,10万以下,2018-09-10,28518.25,R3,普通,0
C001833,35-44,徐州,公务员,30-50万,2021-07-10,228568.97,R1,普通,0
C001834,25-34,南通,专业技术,30-50万,2020-09-30,323526.04,R5,普通,1
C001835,25-34,深圳,企业职员,30-50万,2023-08-03,542564.96,R2,普通,1
C001836,25-34,南京,企业职员,10万以下,2020-02-16,50133.57,R3,金卡,1
C001837,18-24,无锡,专业技术,10万以下,2020-12-26,30362.18,R4,普通,1
C001838,35-44,北京,其他,10-30万,2024-03-11,123592.41,R3,银卡,0
C001839,45-54,南京,企业职员,30-50万,2019-04-25,333941.9,R2,金卡,1
C001840,45-54,南通,退休,50万以上,2021-10-13,1166775.85,R4,普通,1
C001841,18-24,常州,退休,10-30万,2018-06-07,75770.21,R5,普通,1
C001842,35-44,杭州,退休,10万以下,2019-02-01,13775.24,R2,普通,1
C001843,25-34,北京,公务员,10万以下,2021-11-19,21114.8,R3,钻石,0
C001844,65+,苏州,其他,10-30万,2024-05-06,188579.22,R2,金卡,1
C001845,25-34,上海,专业技术,10万以下,2023-07-14,24263.88,R2,普通,1
C001846,45-54,南通,公务员,10-30万,2022-08-31,100935.57,R2,钻石,1
C001847,35-44,徐州,其他,30-50万,2022-08-16,333193.02,R1,普通,1
C001848,45-54,南京,公务员,10-30万,2022-04-14,223597.06,R3,普通,1
C001849,35-44,苏州,个体经营,10-30万,2018-08-30,75437.2,R1,普通,1
C001850,45-54,南通,企业职员,10万以下,2020-05-07,34457.41,R1,银卡,1
C001851,25-34,南京,个体经营,10万以下,2023-04-07,28990.39,R2,普通,1
C001852,55-64,上海,专业技术,10-30万,2020-03-03,124145.61,R1,银卡,0
C001853,35-44,南京,其他,10-30万,2024-01-28,135594.25,R3,普通,1
C001854,45-54,北京,个体经营,10万以下,2024-01-09,30869.85,R3,普通,1
C001855,55-64,杭州,专业技术,10万以下,2020-07-14,44598.86,R1,钻石,1
C001856,65+,徐州,企业职员,10万以下,2023-02-08,29564.33,R2,银卡,1
C001857,25-34,北京,公务员,10-30万,2021-10-12,287056.75,R1,普通,1
C001858,25-34,深圳,专业技术,10-30万,2019-06-11,122698.69,R3,银卡,1
C001859,25-34,上海,企业职员,10-30万,2022-01-27,51200.96,R2,普通,0
C001860,25-34,徐州,个体经营,10-30万,2023-04-06,165115.78,R3,普通,1
C001861,45-54,无锡,企业职员,10万以下,2018-05-25,36497.57,R3,普通,0
C001862,65+,杭州,个体经营,10-30万,2022-09-09,121968.68,R2,钻石,0
C001863,65+,上海,公务员,10万以下,2020-06-12,26348.51,R1,普通,1
C001864,35-44,常州,公务员,50万以上,2023-06-10,521083.79,R2,普通,0
C001865,45-54,常州,个体经营,10万以下,2023-06-10,11333.64,R2,银卡,1
C001866,55-64,苏州,企业职员,10-30万,2019-11-15,273486.25,R2,普通,1
C001867,65+,上海,退休,10万以下,2019-01-03,22386.23,R5,普通,0
C001868,25-34,北京,个体经营,30-50万,2024-04-02,648248.92,R1,普通,1
C001869,35-44,南京,其他,10万以下,2018-07-17,13459.44,R2,金卡,1
C001870,55-64,南京,公务员,50万以上,2022-08-06,888728.01,R4,普通,1
C001871,25-34,深圳,企业职员,10万以下,2018-06-23,42119.8,R4,普通,0
C001872,35-44,南京,个体经营,30-50万,2021-03-17,380016.26,R2,普通,0
C001873,65+,上海,企业职员,10-30万,2019-10-21,157012.49,R3,普通,1
C001874,65+,常州,个体经营,10万以下,2024-05-18,29796.21,R1,普通,1
C001875,55-64,常州,退休,10万以下,2023-06-19,27041.19,R4,普通,1
C001876,55-64,南京,其他,10-30万,2018-09-02,85410.57,R3,普通,0
C001877,25-34,南京,个体经营,30-50万,2023-06-04,220183.92,R2,银卡,1
C001878,35-44,南通,公务员,30-50万,2019-03-07,806589.76,R2,普通,1
C001879,35-44,无锡,个体经营,10万以下,2023-09-14,65683.77,R2,普通,1
C001880,35-44,杭州,公务员,10-30万,2020-07-07,71388.75,R3,普通,1
C001881,35-44,深圳,企业职员,10万以下,2022-03-06,17273.23,R1,金卡,1
C001882,45-54,杭州,退休,10万以下,2021-10-08,25211.77,R3,银卡,1
C001883,35-44,无锡,退休,10-30万,2020-02-18,142267.52,R1,普通,0
C001884,45-54,常州,公务员,10-30万,2023-06-25,109572.08,R3,银卡,1
C001885,35-44,南京,个体经营,10万以下,2022-05-05,38511.52,R2,普通,1
C001886,35-44,上海,个体经营,30-50万,2021-01-29,390270.49,R4,金卡,1
C001887,25-34,无锡,个体经营,30-50万,2022-03-31,377718.41,R2,银卡,1
C001888,25-34,杭州,退休,30-50万,2022-12-22,1336759.81,R2,普通,1
C001889,55-64,徐州,退休,10万以下,2024-02-25,23071.45,R2,普通,1
C001890,35-44,南京,企业职员,50万以上,2020-07-28,3405659.32,R3,普通,1
C001891,25-34,无锡,公务员,10-30万,2024-01-16,247379.42,R2,普通,1
C001892,45-54,上海,其他,10-30万,2023-07-16,154398.74,R2,普通,1
C001893,35-44,杭州,个体经营,10万以下,2022-12-26,11451.62,R1,普通,1
C001894,18-24,苏州,个体经营,30-50万,2020-02-05,406259.98,R2,银卡,1
C001895,25-34,徐州,退休,10-30万,2023-09-06,92771.95,R4,普通,0
C001896,25-34,南京,退休,30-50万,2022-06-21,404038.39,R2,普通,0
C001897,45-54,北京,专业技术,10-30万,2023-12-21,70527.9,R4,普通,1
C001898,25-34,南通,其他,30-50万,2021-05-23,583820.47,R4,普通,1
C001899,18-24,上海,专业技术,10-30万,2023-04-30,196366.78,R3,普通,1
C001900,18-24,无锡,其他,50万以上,2023-06-10,2692519.2,R1,普通,1
C001901,45-54,深圳,个体经营,10万以下,2022-06-27,24781.76,R3,普通,0
C001902,18-24,上海,公务员,10万以下,2022-11-15,17663.23,R4,普通,1
C001903,55-64,南京,企业职员,30-50万,2024-02-14,476899.25,R2,金卡,1
C001904,25-34,南通,专业技术,10-30万,2021-09-14,288740.66,R2,普通,1
C001905,45-54,苏州,其他,10-30万,2021-05-21,124236.44,R2,普通,1
C001906,35-44,杭州,个体经营,30-50万,2021-08-28,501504.76,R2,普通,1
C001907,35-44,上海,退休,10-30万,2021-10-02,106700.95,R1,普通,1
C001908,18-24,常州,专业技术,30-50万,2018-05-24,310980.26,R2,银卡,0
C001909,55-64,苏州,退休,10-30万,2022-10-05,166772.35,R3,银卡,1
C001910,55-64,杭州,退休,30-50万,2022-05-25,379339.34,R2,普通,1
C001911,18-24,杭州,退休,10万以下,2021-05-04,36706.68,R2,普通,1
C001912,25-34,常州,个体经营,10-30万,2023-11-28,154662.48,R5,普通,1
C001913,55-64,上海,个体经营,30-50万,2018-06-17,475907.24,R2,普通,1
C001914,35-44,苏州,个体经营,10万以下,2021-04-04,39651.35,R1,钻石,0
C001915,25-34,苏州,退休,10-30万,2020-03-21,78334.56,R1,普通,1
C001916,25-34,深圳,专业技术,10-30万,2022-06-23,75980.53,R2,金卡,1
C001917,45-54,上海,公务员,10-30万,2020-04-01,117469.76,R3,普通,0
C001918,45-54,南京,公务员,10-30万,2019-02-16,118891.47,R1,普通,1
C001919,45-54,无锡,公务员,10万以下,2020-12-06,23104.7,R4,普通,0
C001920,65+,无锡,专业技术,30-50万,2023-02-24,451224.36,R4,金卡,1
C001921,35-44,苏州,退休,10万以下,2020-04-18,47243.08,R2,普通,1
C001922,25-34,深圳,企业职员,10-30万,2019-04-06,217293.22,R3,银卡,1
C001923,35-44,南京,退休,10-30万,2020-03-28,243136.42,R3,普通,1
C001924,35-44,苏州,专业技术,10万以下,2020-06-02,15545.89,R4,普通,1
C001925,25-34,杭州,公务员,10万以下,2021-08-15,16771.79,R2,普通,0
C001926,18-24,南京,企业职员,50万以上,2023-04-14,1297763.52,R3,普通,0
C001927,35-44,无锡,企业职员,10-30万,2020-02-01,124915.19,R1,银卡,1
C001928,45-54,徐州,退休,10万以下,2021-12-22,26628.67,R1,普通,1
C001929,18-24,苏州,公务员,30-50万,2023-01-10,303428.16,R4,普通,1
C001930,35-44,无锡,公务员,10-30万,2021-06-13,103057.04,R2,普通,1
C001931,45-54,南通,个体经营,10万以下,2024-04-12,38200.72,R2,银卡,1
C001932,45-54,深圳,专业技术,10-30万,2021-04-10,61724.47,R2,普通,1
C001933,45-54,北京,个体经营,10-30万,2021-02-13,387288.67,R4,普通,1
C001934,55-64,南京,专业技术,10万以下,2022-01-09,30316.56,R2,金卡,0
C001935,45-54,南通,个体经营,30-50万,2020-03-06,676470.1,R1,普通,1
C001936,25-34,徐州,个体经营,10万以下,2020-11-22,22447.85,R3,金卡,1
C001937,35-44,苏州,专业技术,10万以下,2022-03-18,39979.71,R2,金卡,1
C001938,45-54,苏州,专业技术,10万以下,2020-02-06,31539.57,R2,普通,1
C001939,25-34,南通,退休,30-50万,2023-09-18,613922.53,R3,普通,1
C001940,18-24,无锡,其他,30-50万,2021-05-14,362179.91,R5,银卡,1
C001941,25-34,北京,公务员,50万以上,2023-07-28,3258434.59,R3,钻石,0
C001942,35-44,南京,企业职员,10万以下,2020-10-14,14227.4,R1,普通,1
C001943,35-44,南京,企业职员,30-50万,2024-04-22,643004.33,R2,金卡,1
C001944,25-34,北京,退休,10-30万,2019-03-28,127338.85,R4,普通,1
C001945,55-64,北京,个体经营,10-30万,2024-03-23,72119.78,R2,普通,1
C001946,65+,无锡,个体经营,10万以下,2021-06-01,79617.21,R3,金卡,1
C001947,25-34,上海,退休,30-50万,2020-05-27,1008090.69,R2,普通,1
C001948,65+,杭州,退休,10万以下,2021-11-28,10636.19,R4,银卡,1
C001949,18-24,苏州,其他,10-30万,2023-02-13,131089.98,R2,普通,1
C001950,65+,徐州,其他,10-30万,2022-12-03,170770.92,R5,普通,1
C001951,65+,上海,退休,10万以下,2019-05-04,37414.18,R2,金卡,1
C001952,18-24,苏州,专业技术,50万以上,2023-08-16,3200253.14,R3,普通,1
C001953,45-54,深圳,其他,30-50万,2020-02-19,769146.07,R1,银卡,1
C001954,65+,深圳,企业职员,10-30万,2022-08-28,137014.32,R3,金卡,1
C001955,55-64,常州,其他,10-30万,2024-05-05,374669.22,R2,银卡,1
C001956,65+,南京,个体经营,10-30万,2021-12-20,191696.81,R1,金卡,1
C001957,35-44,北京,公务员,30-50万,2023-11-05,335545.41,R2,金卡,1
C001958,18-24,常州,专业技术,10万以下,2019-10-24,22760.43,R1,普通,1
C001959,55-64,南京,其他,10-30万,2019-10-14,223444.37,R5,银卡,1
C001960,45-54,上海,企业职员,10-30万,2023-02-08,80722.28,R4,普通,1
C001961,45-54,上海,公务员,10-30万,2019-10-04,97770.47,R3,银卡,0
C001962,35-44,南京,专业技术,10-30万,2020-03-09,106453.24,R2,银卡,1
C001963,35-44,苏州,退休,10万以下,2020-05-05,35838.55,R2,普通,1
C001964,25-34,杭州,退休,50万以上,2023-12-10,1361702.73,R2,银卡,0
C001965,45-54,深圳,其他,10万以下,2023-08-24,15529.04,R2,普通,1
C001966,18-24,无锡,退休,10万以下,2023-06-18,53636.9,R3,银卡,0
C001967,45-54,南京,退休,10-30万,2019-06-28,98031.85,R4,普通,1
C001968,55-64,苏州,企业职员,10-30万,2022-06-14,329461.46,R1,普通,0
C001969,35-44,常州,个体经营,10万以下,2021-03-23,34924.63,R1,银卡,0
C001970,35-44,苏州,退休,10-30万,2021-08-02,226126.71,R1,普通,1
C001971,25-34,徐州,退休,30-50万,2018-05-24,548339.87,R2,金卡,0
C001972,65+,南京,个体经营,10万以下,2023-04-29,57900.47,R1,银卡,1
C001973,45-54,杭州,专业技术,50万以上,2019-09-24,1994981.16,R2,金卡,1
C001974,35-44,杭州,公务员,10-30万,2023-09-28,134973.19,R1,银卡,1
C001975,25-34,上海,其他,10-30万,2018-07-11,207287.93,R1,金卡,1
