contact_id,customer_id,product_id,channel,contact_date,responded
K007669,C007013,P002,sms,2025-08-24,0
K007670,C005747,P030,app_push,2025-12-24,0
K007671,C005915,P013,sms,2025-10-11,0
K007672,C005352,P014,sms,2025-05-07,0
K007673,C002540,P021,sms,2025-04-02,0
K007674,C003631,P003,sms,2025-04-15,0
K007675,C006270,P002,manager,2025-05-07,0
K007676,C003070,P008,call,2026-03-02,1
K007677,C005482,P014,call,2026-03-08,0
K007678,C007286,P004,call,2025-06-07,0
K007679,C005724,P006,manager,2025-12-03,1
K007680,C005801,P009,sms,2025-07-08,0
K007681,C003555,P009,call,2025-04-12,0
K007682,C002072,P028,app_push,2025-09-05,0
K007683,C002958,P016,app_push,2025-11-01,0
K007684,C003180,P015,app_push,2025-06-30,0
K007685,C006136,P022,call,2025-12-10,0
K007686,C001899,P005,call,2025-10-04,0
K007687,C001777,P017,app_push,2025-10-23,1
K007688,C001111,P026,sms,2025-05-27,0
K007689,C000541,P023,sms,2026-02-26,0
K007690,C005883,P001,manager,2026-02-24,0
K007691,C003807,P029,sms,2025-07-13,0
K007692,C001439,P012,call,2025-09-08,1
K007693,C006542,P001,call,2025-12-29,0
K007694,C002730,P010,app_push,2025-12-20,1
K007695,C003738,P026,app_push,2025-08-01,0
K007696,C006005,P024,manager,2026-03-10,0
K007697,C003122,P014,manager,2025-07-08,0
K007698,C003114,P011,sms,2025-04-29,0
K007699,C003930,P005,manager,2025-12-04,1
K007700,C002359,P030,manager,2025-04-07,1
K007701,C002266,P030,manager,2025-07-31,0
K007702,C000129,P014,manager,2025-04-18,1
K007703,C003735,P007,app_push,2025-05-14,0
K007704,C004814,P006,sms,2025-04-22,0
K007705,C002930,P014,call,2026-02-03,0
K007706,C006827,P027,call,2026-03-03,1
K007707,C007917,P019,manager,2025-10-25,1
K007708,C004158,P027,manager,2025-09-25,1
K007709,C007706,P028,sms,2025-09-23,0
K007710,C002002,P028,call,2025-11-22,0
K007711,C005222,P015,sms,2025-05-12,0
K007712,C005102,P025,manager,2025-10-10,0
K007713,C004785,P016,manager,2025-12-21,0
K007714,C002950,P003,sms,2025-12-16,0
K007715,C000999,P001,manager,2025-10-19,1
K007716,C000575,P018,sms,2025-11-15,0
K007717,C001281,P007,sms,2025-04-01,0
K007718,C002155,P028,sms,2026-02-05,0
K007719,C006590,P012,call,2025-10-18,0
K007720,C000384,P008,app_push,2026-01-20,0
K007721,C001727,P029,call,2025-08-16,0
K007722,C000116,P006,manager,2025-07-03,1
K007723,C003630,P010,call,2026-01-15,1
K007724,C007163,P008,call,2026-03-05,0
K007725,C001980,P023,app_push,2025-08-09,0
K007726,C005565,P011,sms,2026-03-13,0
K007727,C001379,P012,manager,2025-08-20,0
K007728,C002767,P021,app_push,2025-06-15,0
K007729,C001884,P018,sms,2025-10-15,0
K007730,C005853,P011,app_push,2025-12-19,0
K007731,C002086,P027,app_push,2025-10-19,0
K007732,C001243,P019,app_push,2025-06-18,0
K007733,C003402,P004,sms,2025-07-10,0
K007734,C007004,P007,sms,2025-06-07,0
K007735,C000496,P001,manager,2025-11-16,0
K007736,C001582,P012,call,2025-08-19,0
K007737,C002959,P010,call,2025-10-05,0
K007738,C001477,P029,sms,2026-01-14,0
K007739,C000465,P001,app_push,2026-02-01,0
K007740,C003792,P018,app_push,2026-02-22,1
K007741,C001345,P019,app_push,2025-06-18,0
K007742,C002387,P022,manager,2026-03-08,0
K007743,C005539,P023,manager,2026-02-05,1
K007744,C007418,P007,manager,2025-07-18,1
K007745,C002243,P002,sms,2025-07-17,0
K007746,C004491,P021,call,2025-06-03,0
K007747,C003981,P029,call,2026-01-23,0
K007748,C007960,P018,call,2025-09-18,0
K007749,C001547,P018,call,2026-03-13,0
K007750,C004186,P027,app_push,2026-03-13,0
K007751,C001529,P016,manager,2025-09-11,1
K007752,C001016,P009,sms,2025-08-06,0
K007753,C000171,P012,call,2025-12-04,0
K007754,C002543,P018,app_push,2026-02-15,0
K007755,C002377,P030,app_push,2025-12-06,0
K007756,C004856,P030,call,2026-03-03,1
K007757,C006322,P010,app_push,2025-06-26,0
K007758,C006137,P014,app_push,2025-06-18,1
K007759,C007888,P019,sms,2026-01-11,0
K007760,C004375,P003,call,2025-06-28,0
K007761,C006835,P007,manager,2026-03-12,1
K007762,C002310,P005,call,2025-08-29,0
K007763,C007206,P001,call,2026-01-26,0
K007764,C006863,P008,app_push,2025-05-30,0
K007765,C006194,P005,call,2025-10-08,0
K007766,C002051,P002,call,2025-08-18,0
K007767,C004303,P022,manager,2025-09-04,1
K007768,C007304,P009,app_push,2025-11-28,0
K007769,C005806,P009,sms,2025-12-29,0
K007770,C003926,P025,sms,2025-06-29,0
K007771,C000717,P029,call,2025-10-18,0
K007772,C006524,P028,app_push,2025-06-12,0
K007773,C003293,P013,call,2025-11-27,0
K007774,C000156,P014,manager,2025-10-23,1
K007775,C005363,P015,manager,2025-05-15,0
K007776,C004225,P027,call,2025-12-01,0
K007777,C004788,P003,call,2025-05-11,0
K007778,C001526,P027,app_push,2025-07-19,0
K007779,C000975,P017,app_push,2025-05-08,0
K007780,C002930,P019,sms,2026-01-01,0
K007781,C007230,P020,call,2025-11-21,1
K007782,C000776,P012,sms,2025-11-25,0
K007783,C004572,P028,manager,2025-12-04,1
K007784,C004949,P022,manager,2025-04-20,0
K007785,C002328,P008,app_push,2025-10-24,0
K007786,C001831,P017,call,2025-06-29,0
K007787,C000221,P008,sms,2025-09-22,0
K007788,C002407,P023,sms,2026-02-22,0
K007789,C000885,P018,app_push,2025-04-24,0
K007790,C001780,P026,app_push,2025-08-12,0
K007791,C006122,P014,sms,2025-10-22,0
K007792,C001153,P006,manager,2025-08-11,0
K007793,C006930,P030,call,2025-04-29,0
K007794,C000521,P024,app_push,2025-05-11,0
K007795,C006165,P018,call,2025-12-19,0
K007796,C005025,P007,app_push,2025-08-31,0
K007797,C003802,P026,manager,2025-05-14,1
K007798,C000377,P027,app_push,2025-12-23,0
K007799,C006328,P005,manager,2025-06-29,0
K007800,C002761,P025,app_push,2025-08-26,0
K007801,C003511,P023,sms,2025-08-03,0
K007802,C006797,P006,app_push,2025-11-26,0
K007803,C003525,P010,manager,2025-05-13,0
K007804,C004328,P018,call,2026-03-11,0
K007805,C002467,P025,sms,2026-02-01,0
K007806,C007216,P007,manager,2026-01-22,0
K007807,C003352,P030,app_push,2025-06-12,0
K007808,C006732,P025,app_push,2025-09-15,0
K007809,C005357,P013,call,2025-09-26,0
K007810,C000805,P020,sms,2025-09-27,0
K007811,C006692,P024,app_push,2025-07-16,0
K007812,C002259,P006,call,2025-05-12,0
K007813,C007996,P012,manager,2025-08-18,1
K007814,C000400,P013,sms,2026-03-15,0
K007815,C006956,P006,call,2025-05-02,0
K007816,C000155,P014,app_push,2025-06-26,0
K007817,C000749,P012,sms,2026-03-21,0
K007818,C006541,P020,app_push,2026-03-24,1
K007819,C000505,P023,app_push,2025-07-30,0
K007820,C005942,P020,sms,2025-10-17,0
K007821,C004733,P011,app_push,2025-05-26,0
K007822,C000628,P018,manager,2025-08-04,1
K007823,C003649,P002,sms,2025-04-15,0
K007824,C001022,P021,app_push,2026-01-30,0
K007825,C005565,P030,sms,2025-05-11,1
K007826,C005234,P015,app_push,2025-09-13,0
K007827,C007023,P006,app_push,2025-05-31,0
K007828,C003512,P014,app_push,2025-10-18,0
K007829,C005006,P029,call,2025-07-30,0
K007830,C005749,P019,manager,2025-09-29,0
K007831,C002582,P024,app_push,2025-04-17,0
K007832,C004004,P017,manager,2025-06-25,0
K007833,C003973,P009,call,2025-06-21,0
K007834,C001968,P001,app_push,2025-10-25,0
K007835,C002666,P002,sms,2025-06-21,0
K007836,C007662,P028,manager,2025-08-29,0
K007837,C005268,P009,sms,2025-04-15,0
K007838,C001644,P014,app_push,2026-03-26,0
K007839,C001940,P005,manager,2025-07-24,0
K007840,C002904,P021,call,2026-02-26,0
K007841,C000748,P010,app_push,2025-11-25,0
K007842,C003485,P011,sms,2026-02-18,0
K007843,C006306,P007,sms,2025-04-17,0
K007844,C005627,P005,call,2025-05-05,0
K007845,C005417,P029,sms,2025-10-06,0
K007846,C002753,P001,sms,2025-04-28,0
K007847,C005561,P002,sms,2026-01-17,0
K007848,C001319,P029,sms,2026-02-17,0
K007849,C001391,P026,call,2025-10-26,1
K007850,C002192,P030,sms,2026-02-17,0
K007851,C002345,P006,call,2026-02-18,0
K007852,C004923,P030,app_push,2026-01-30,0
K007853,C002835,P014,app_push,2025-10-18,0
K007854,C001483,P012,app_push,2025-08-29,1
K007855,C006531,P025,app_push,2025-07-23,0
K007856,C007549,P020,sms,2025-06-23,1
K007857,C002279,P022,manager,2026-01-31,0
K007858,C004239,P016,sms,2025-07-21,0
K007859,C004043,P026,call,2025-08-23,0
K007860,C005074,P018,sms,2025-05-17,0
K007861,C001109,P017,manager,2025-09-04,1
K007862,C003429,P004,app_push,2025-08-30,0
K007863,C006213,P028,app_push,2025-04-02,0
K007864,C001227,P002,call,2026-03-02,0
K007865,C004292,P030,sms,2025-04-20,0
K007866,C001969,P030,call,2026-03-26,0
K007867,C002365,P027,manager,2026-01-15,0
K007868,C007421,P012,app_push,2026-02-24,0
K007869,C003272,P001,manager,2025-11-06,0
K007870,C005367,P027,manager,2025-10-08,0
K007871,C007135,P029,sms,2025-12-15,0
K007872,C002179,P007,app_push,2025-06-04,0
K007873,C006104,P018,app_push,2025-04-08,0
K007874,C006372,P030,sms,2025-07-05,0
K007875,C003229,P004,app_push,2025-10-16,0
K007876,C007933,P005,call,2026-03-02,0
K007877,C002141,P006,manager,2025-07-18,0
K007878,C006456,P021,manager,2025-09-09,1
K007879,C006867,P014,call,2025-11-23,0
K007880,C001269,P001,sms,2026-03-19,0
K007881,C000097,P008,call,2025-11-10,0
K007882,C007293,P018,manager,2025-07-20,0
K007883,C004510,P008,sms,2025-09-27,0
K007884,C002485,P021,call,2026-01-05,0
K007885,C006698,P026,call,2025-10-03,0
K007886,C000258,P024,app_push,2025-08-27,1
K007887,C003019,P024,app_push,2025-07-20,0
K007888,C007040,P018,sms,2025-06-08,0
K007889,C002232,P006,call,2025-05-29,1
K007890,C007605,P012,app_push,2025-09-21,0
K007891,C007692,P026,manager,2025-05-02,1
K007892,C007283,P030,app_push,2025-11-30,0
K007893,C000777,P008,manager,2026-03-06,0
K007894,C007444,P017,manager,2026-03-25,1
K007895,C001092,P017,app_push,2025-07-27,1
K007896,C001197,P008,sms,2026-03-23,0
K007897,C002455,P012,app_push,2025-09-23,0
K007898,C004295,P013,manager,2025-06-24,1
K007899,C001444,P011,call,2025-10-19,0
K007900,C003202,P007,app_push,2026-02-28,0
K007901,C003470,P017,call,2025-04-27,1
K007902,C005029,P002,sms,2025-12-23,0
K007903,C000991,P023,app_push,2025-05-30,0
K007904,C004432,P027,manager,2025-11-10,0
K007905,C005140,P016,call,2025-05-24,0
K007906,C002051,P011,manager,2025-05-25,1
K007907,C006713,P012,manager,2025-06-11,1
K007908,C001518,P020,call,2025-12-25,0
K007909,C002272,P027,app_push,2025-11-25,0
K007910,C003171,P003,manager,2025-04-16,0
K007911,C003491,P006,app_push,2025-10-17,0
K007912,C007559,P030,call,2026-03-12,0
K007913,C000672,P008,manager,2025-09-20,1
K007914,C007865,P006,call,2025-11-21,0
K007915,C007305,P005,manager,2026-01-07,0
K007916,C005346,P018,app_push,2025-12-30,0
K007917,C002292,P021,app_push,2025-11-13,0
K007918,C000960,P002,app_push,2025-09-11,0
K007919,C007536,P003,call,2025-06-03,0
K007920,C007953,P010,app_push,2025-08-17,0
K007921,C007089,P006,app_push,2025-11-10,0
K007922,C007289,P007,sms,2025-05-18,0
K007923,C004156,P005,call,2026-01-30,0
K007924,C003833,P015,manager,2026-03-19,1
K007925,C000479,P030,sms,2025-05-05,0
K007926,C007363,P012,app_push,2025-06-18,1
K007927,C006156,P018,app_push,2025-11-14,1
K007928,C007190,P010,app_push,2025-10-11,0
K007929,C005785,P008,call,2025-04-14,0
K007930,C005853,P015,sms,2025-10-14,0
K007931,C001128,P007,sms,2025-10-30,1
K007932,C001618,P007,app_push,2025-11-15,0
K007933,C003705,P002,app_push,2025-04-22,0
K007934,C000385,P008,app_push,2025-08-30,0
K007935,C006474,P015,sms,2025-08-15,0
K007936,C004210,P029,call,2025-11-22,0
K007937,C003820,P010,call,2025-06-14,1
K007938,C001425,P015,manager,2026-01-27,0
K007939,C003393,P027,sms,2025-04-20,0
K007940,C007124,P028,app_push,2026-01-28,1
K007941,C005031,P007,sms,2026-01-07,0
K007942,C007008,P016,sms,2025-12-30,0
K007943,C005152,P021,sms,2025-08-01,0
K007944,C002480,P006,manager,2026-03-18,1
K007945,C007664,P026,app_push,2025-05-10,0
K007946,C003955,P012,app_push,2025-06-04,0
K007947,C007422,P014,manager,2025-06-19,1
K007948,C007493,P018,call,2025-08-21,0
K007949,C007713,P021,call,2026-01-27,0
K007950,C001215,P005,app_push,2025-11-26,0
K007951,C004295,P023,app_push,2026-01-18,0
K007952,C000381,P021,app_push,2026-02-28,0
K007953,C004722,P005,call,2026-01-20,0
K007954,C007016,P017,sms,2025-04-06,0
K007955,C005048,P019,app_push,2025-04-30,1
K007956,C007344,P010,manager,2026-02-08,0
K007957,C001285,P022,app_push,2026-02-03,0
K007958,C000520,P002,call,2025-07-05,0
K007959,C007424,P012,app_push,2025-10-17,0
K007960,C007628,P022,sms,2026-03-02,1
K007961,C003563,P021,sms,2025-05-03,0
K007962,C004617,P017,app_push,2025-06-24,0
K007963,C003108,P026,sms,2026-02-13,0
K007964,C000335,P020,manager,2025-08-19,0
K007965,C000429,P002,call,2025-10-20,0
K007966,C004635,P008,call,2025-08-26,0
K007967,C002292,P007,manager,2025-05-14,1
K007968,C005710,P004,call,2025-05-19,0
K007969,C007525,P015,call,2025-09-14,0
K007970,C005856,P013,sms,2026-01-28,0
K007971,C002900,P011,app_push,2025-04-24,0
K007972,C005922,P012,call,2025-11-21,1
K007973,C005975,P006,manager,2026-03-05,0
K007974,C006499,P017,app_push,2025-12-09,1
K007975,C004170,P008,manager,2025-11-11,1
K007976,C005836,P026,sms,2025-09-23,1
K007977,C004419,P007,call,2026-02-16,0
K007978,C000207,P002,call,2025-07-21,0
K007979,C006151,P013,call,2025-06-03,1
K007980,C006868,P027,call,2025-12-17,0
K007981,C004330,P017,manager,2025-06-14,1
K007982,C001103,P018,app_push,2025-07-05,0
K007983,C003325,P027,app_push,2025-09-03,0
K007984,C003863,P023,manager,2025-10-11,1
K007985,C001682,P005,app_push,2025-09-05,0
K007986,C007804,P011,app_push,2026-03-10,0
K007987,C004577,P030,call,2025-05-16,1
K007988,C004893,P018,sms,2025-10-15,0
K007989,C007250,P011,sms,2026-01-08,0
K007990,C007754,P021,sms,2025-05-05,0
K007991,C007842,P011,sms,2025-08-22,0
K007992,C001260,P028,manager,2025-11-01,0
K007993,C005913,P030,app_push,2025-08-23,0
K007994,C003303,P014,manager,2025-10-28,1
K007995,C006273,P019,call,2025-07-12,0
K007996,C006454,P001,app_push,2025-12-18,0
K007997,C007068,P002,app_push,2025-12-11,1
K007998,C003901,P014,sms,2025-04-05,0
K007999,C004814,P011,manager,2025-09-02,1
K008000,C001184,P013,app_push,2025-12-19,1
K008001,C001289,P013,manager,2026-03-09,0
K008002,C004209,P021,call,2025-08-24,0
K008003,C005960,P004,sms,2025-09-14,0
K008004,C005184,P007,manager,2025-05-20,0
K008005,C005970,P004,manager,2025-06-27,0
K008006,C001794,P026,manager,2025-05-18,0
K008007,C006933,P009,sms,2025-11-09,0
K008008,C005415,P006,call,2025-11-13,0
K008009,C004528,P006,app_push,2025-09-22,0
K008010,C004750,P008,call,2026-03-04,0
K008011,C004253,P026,sms,2026-03-11,0
K008012,C002786,P004,call,2025-07-03,1
K008013,C007326,P021,sms,2026-01-17,0
K008014,C004498,P027,app_push,2025-04-30,0
K008015,C002290,P026,call,2026-02-01,0
K008016,C007669,P028,call,2025-07-15,0
K008017,C004608,P012,sms,2025-07-02,1
K008018,C004623,P013,manager,2025-06-25,0
K008019,C000179,P002,manager,2025-07-18,0
K008020,C004824,P010,sms,2026-02-27,0
K008021,C007764,P008,sms,2025-06-29,0
K008022,C003913,P003,manager,2025-12-08,1
K008023,C002263,P015,manager,2025-09-09,1
K008024,C007228,P026,app_push,2025-09-04,0
K008025,C004070,P027,app_push,2025-04-01,0
K008026,C002941,P006,call,2025-07-12,0
K008027,C007107,P013,app_push,2025-09-23,0
K008028,C005244,P013,manager,2025-09-28,0
K008029,C000267,P011,sms,2025-05-05,0
K008030,C002750,P015,call,2025-09-10,0
K008031,C000881,P004,manager,2025-08-17,0
K008032,C005827,P025,call,2025-10-08,0
K008033,C002402,P001,app_push,2025-05-25,0
K008034,C004432,P016,manager,2025-08-04,1
K008035,C007862,P002,sms,2025-05-18,0
K008036,C002513,P020,manager,2025-12-07,0
K008037,C007890,P028,sms,2025-06-08,0
K008038,C004551,P022,manager,2025-10-20,0
K008039,C001246,P029,manager,2026-02-26,1
K008040,C004925,P011,app_push,2025-11-29,0
K008041,C000995,P024,app_push,2025-05-03,1
K008042,C000997,P018,sms,2025-07-03,0
K008043,C001860,P009,app_push,2025-06-24,0
K008044,C007431,P030,sms,2025-10-08,0
K008045,C006214,P022,call,2025-09-30,0
K008046,C002336,P017,call,2025-08-05,0
K008047,C007727,P023,call,2025-10-18,0
K008048,C006597,P028,call,2026-02-08,0
K008049,C007708,P015,call,2025-09-01,0
K008050,C003047,P029,sms,2025-11-12,0
K008051,C006802,P001,sms,2025-07-05,0
K008052,C000301,P005,sms,2025-11-06,0
K008053,C002544,P024,app_push,2026-02-21,1
K008054,C006830,P015,manager,2025-04-22,1
K008055,C002383,P010,manager,2025-05-05,0
K008056,C001554,P006,call,2026-01-17,0
K008057,C003444,P026,app_push,2026-01-13,0
K008058,C003861,P018,call,2025-10-17,1
K008059,C002663,P023,manager,2025-05-20,0
K008060,C004628,P012,manager,2026-02-01,1
K008061,C000153,P002,app_push,2025-04-10,0
K008062,C007087,P022,call,2025-05-14,0
K008063,C007608,P002,call,2025-05-14,0
K008064,C005939,P016,manager,2025-09-27,0
K008065,C005874,P030,call,2025-06-01,1
K008066,C002105,P005,app_push,2025-04-02,0
K008067,C007389,P023,app_push,2025-08-10,0
K008068,C002222,P027,call,2025-07-27,0
K008069,C005573,P017,manager,2026-02-20,0
K008070,C001693,P029,manager,2025-12-14,1
K008071,C006105,P029,manager,2025-08-30,0
K008072,C005943,P024,call,2025-11-01,0
K008073,C003127,P006,sms,2025-11-01,0
K008074,C005314,P007,app_push,2025-12-20,0
K008075,C005933,P012,call,2025-05-23,0
K008076,C002803,P025,call,2025-05-23,0
K008077,C003934,P009,sms,2025-10-26,0
K008078,C003497,P001,sms,2026-02-02,0
K008079,C003187,P029,sms,2025-07-09,0
K008080,C006389,P027,call,2025-04-16,0
K008081,C004747,P016,app_push,2025-09-16,0
K008082,C003234,P018,call,2025-04-12,0
K008083,C002492,P016,sms,2025-04-07,0
K008084,C006614,P011,manager,2025-08-10,0
K008085,C001275,P012,app_push,2025-11-30,1
K008086,C006320,P006,manager,2025-04-11,0
K008087,C004964,P026,manager,2025-10-14,1
K008088,C004874,P014,sms,2025-04-17,0
K008089,C007589,P014,sms,2025-12-28,0
K008090,C003763,P024,call,2026-01-28,0
K008091,C001718,P028,call,2025-09-28,0
K008092,C003692,P026,app_push,2025-05-15,0
K008093,C005025,P011,call,2026-03-20,0
K008094,C000122,P003,call,2025-04-16,0
K008095,C001683,P030,sms,2025-04-28,0
K008096,C003042,P015,call,2026-01-10,0
K008097,C005242,P012,app_push,2025-05-26,0
K008098,C002553,P011,app_push,2025-08-28,0
K008099,C000579,P025,app_push,2025-11-01,0
K008100,C002921,P029,call,2025-07-25,0
K008101,C007193,P025,call,2025-07-14,0
K008102,C001367,P023,sms,2025-04-25,0
K008103,C001556,P012,call,2025-09-19,0
K008104,C004145,P029,app_push,2026-01-02,0
K008105,C000843,P019,call,2025-06-09,0
K008106,C006888,P022,call,2025-05-11,0
K008107,C003186,P019,app_push,2026-01-15,0
K008108,C003144,P004,sms,2025-08-01,0
K008109,C003870,P025,manager,2026-03-10,1
K008110,C004539,P006,sms,2025-07-24,0
K008111,C000513,P012,call,2025-09-28,0
K008112,C006929,P005,app_push,2025-08-29,0
K008113,C002673,P012,manager,2025-06-12,0
K008114,C007244,P014,app_push,2025-09-19,0
K008115,C003294,P009,sms,2026-03-22,0
K008116,C007546,P025,call,2026-03-17,0
K008117,C004961,P029,sms,2025-12-16,0
K008118,C005641,P010,call,2025-07-06,0
K008119,C005477,P002,app_push,2025-09-20,0
K008120,C006864,P025,manager,2026-01-31,1
K008121,C001726,P006,call,2026-03-16,0
K008122,C000008,P015,manager,2025-08-07,1
K008123,C006415,P020,call,2025-07-24,0
K008124,C002389,P018,app_push,2025-06-01,0
K008125,C003154,P013,call,2025-06-26,0
K008126,C002839,P008,app_push,2025-07-08,0
K008127,C002683,P002,manager,2025-11-02,1
K008128,C004376,P024,manager,2026-01-05,0
K008129,C005524,P003,manager,2025-09-29,0
K008130,C006185,P017,call,2025-08-16,0
K008131,C007901,P004,manager,2026-01-06,0
K008132,C004728,P022,sms,2026-03-22,0
K008133,C006122,P001,app_push,2026-03-06,0
K008134,C001440,P026,manager,2026-01-19,1
K008135,C006392,P030,call,2025-11-21,0
K008136,C005339,P027,app_push,2026-01-30,0
K008137,C005027,P019,call,2026-01-09,0
K008138,C003683,P021,call,2026-02-27,0
K008139,C002399,P011,app_push,2025-09-21,1
K008140,C006171,P027,sms,2025-12-15,0
K008141,C002311,P007,manager,2025-04-22,0
K008142,C000792,P025,sms,2025-06-07,0
K008143,C001906,P002,app_push,2025-10-22,0
K008144,C001213,P021,call,2025-11-12,0
K008145,C003172,P024,sms,2025-07-13,0
K008146,C001963,P010,sms,2025-05-02,0
K008147,C007093,P019,app_push,2025-05-21,0
K008148,C006259,P021,sms,2025-11-26,0
K008149,C000634,P023,call,2026-01-04,0
K008150,C002727,P027,call,2026-03-02,0
K008151,C002311,P008,app_push,2025-06-30,0
K008152,C005480,P020,app_push,2025-10-25,0
K008153,C005333,P025,manager,2025-08-29,0
K008154,C003627,P023,manager,2025-09-13,0
K008155,C003130,P010,manager,2026-01-23,0
K008156,C001000,P009,call,2025-07-19,0
K008157,C006722,P003,sms,2025-10-20,0
K008158,C003115,P022,sms,2026-02-16,0
K008159,C007498,P003,call,2026-03-15,0
K008160,C005493,P005,call,2025-09-14,0
K008161,C003442,P023,manager,2026-01-17,1
K008162,C001149,P003,manager,2026-02-22,0
K008163,C007779,P029,sms,2025-04-05,0
K008164,C004963,P012,manager,2025-10-27,1
K008165,C001178,P008,sms,2026-02-27,0
K008166,C002062,P003,sms,2025-09-23,0
K008167,C005623,P003,sms,2025-08-05,0
K008168,C000849,P005,sms,2026-01-05,0
K008169,C003809,P011,manager,2025-12-01,1
K008170,C007103,P030,call,2025-05-12,0
K008171,C006962,P005,app_push,2025-06-26,0
K008172,C000562,P021,call,2026-03-07,0
K008173,C001084,P008,sms,2025-06-09,0
K008174,C001612,P012,sms,2025-05-31,0
K008175,C004840,P018,app_push,2025-06-29,0
K008176,C000610,P019,app_push,2025-07-04,0
K008177,C005587,P012,manager,2025-10-10,0
K008178,C000817,P019,sms,2025-10-25,0
K008179,C000370,P005,app_push,2026-01-13,0
K008180,C006910,P020,app_push,2025-10-10,0
K008181,C003008,P023,call,2026-02-10,0
K008182,C001948,P028,call,2026-01-31,0
K008183,C000809,P013,call,2025-07-05,0
K008184,C007371,P004,call,2025-07-17,0
K008185,C002875,P013,sms,2025-07-01,0
K008186,C002475,P001,sms,2025-12-27,0
K008187,C003170,P004,call,2026-03-04,0
K008188,C007806,P004,manager,2025-06-23,1
K008189,C004980,P009,sms,2025-12-09,0
K008190,C006268,P019,app_push,2025-05-08,0
K008191,C006392,P002,app_push,2025-10-24,0
K008192,C005291,P006,call,2025-10-17,1
K008193,C002059,P027,sms,2025-09-24,0
K008194,C006421,P013,app_push,2026-03-23,1
K008195,C005428,P021,app_push,2026-02-04,0
K008196,C002865,P013,app_push,2026-01-08,0
K008197,C004482,P029,sms,2026-01-13,0
K008198,C006009,P028,app_push,2025-04-08,1
K008199,C004440,P012,call,2026-01-17,0
K008200,C005119,P017,app_push,2025-04-20,0
K008201,C005458,P028,sms,2026-02-19,0
K008202,C005975,P009,sms,2025-10-10,0
K008203,C002846,P017,call,2026-02-26,0
K008204,C007334,P016,app_push,2025-04-08,0
K008205,C002366,P003,call,2025-04-21,0
K008206,C004950,P009,manager,2025-12-16,1
K008207,C000364,P024,call,2026-01-01,1
K008208,C005438,P016,app_push,2025-08-18,0
K008209,C000944,P010,sms,2025-05-05,0
K008210,C002123,P017,app_push,2026-01-23,1
K008211,C004698,P007,manager,2025-08-22,0
K008212,C007746,P013,call,2025-08-19,0
K008213,C001376,P028,manager,2025-10-19,1
K008214,C001110,P028,sms,2025-09-29,0
K008215,C002799,P025,manager,2025-09-28,1
K008216,C007055,P002,sms,2025-06-30,0
K008217,C007661,P026,app_push,2025-04-26,1
K008218,C001275,P017,sms,2025-09-23,0
K008219,C006783,P016,app_push,2025-11-20,0
K008220,C004422,P007,app_push,2025-08-29,0
K008221,C007400,P017,call,2026-01-20,0
K008222,C006710,P007,call,2025-04-25,0
K008223,C005712,P021,call,2025-11-30,0
K008224,C005169,P020,sms,2026-01-17,0
K008225,C000478,P016,manager,2025-05-30,0
K008226,C006491,P001,call,2026-01-06,1
K008227,C002457,P003,app_push,2025-04-22,0
K008228,C001741,P012,sms,2026-01-12,0
K008229,C004669,P007,manager,2025-05-31,1
K008230,C003657,P015,call,2026-03-19,1
K008231,C006659,P024,call,2025-09-25,0
K008232,C004454,P029,call,2025-11-25,0
K008233,C000619,P014,manager,2025-04-19,0
K008234,C006752,P009,app_push,2025-09-21,0
K008235,C003770,P003,call,2025-07-06,0
K008236,C001405,P005,call,2025-08-19,0
K008237,C000081,P006,manager,2025-04-04,0
K008238,C004523,P021,app_push,2025-12-02,0
K008239,C004126,P007,sms,2025-09-17,0
K008240,C006134,P002,call,2025-10-28,0
K008241,C005031,P015,sms,2025-09-12,0
K008242,C007218,P013,sms,2025-06-25,0
K008243,C005017,P010,manager,2026-01-26,0
K008244,C006185,P004,manager,2025-09-16,0
K008245,C005728,P021,call,2025-05-12,0
K008246,C005338,P025,app_push,2025-04-22,0
K008247,C001488,P014,sms,2025-11-04,0
K008248,C002722,P030,sms,2026-02-05,0
K008249,C001530,P016,sms,2026-03-11,0
K008250,C000874,P004,manager,2025-04-05,0
K008251,C001961,P015,call,2025-11-04,0
K008252,C000161,P027,sms,2026-01-19,0
K008253,C000435,P020,manager,2025-08-23,0
K008254,C003372,P026,manager,2025-12-04,1
K008255,C007417,P003,sms,2025-10-04,0
K008256,C007018,P002,sms,2026-03-14,0
K008257,C006702,P016,call,2026-03-01,0
K008258,C001388,P004,manager,2025-09-06,1
K008259,C001812,P028,call,2025-10-01,0
K008260,C002998,P030,sms,2026-03-14,0
K008261,C002379,P022,call,2025-05-06,0
K008262,C007599,P015,sms,2025-06-24,0
K008263,C005515,P027,manager,2025-10-08,0
K008264,C005357,P007,sms,2025-07-24,0
K008265,C000915,P004,call,2025-06-25,0
K008266,C005295,P026,call,2025-12-08,0
K008267,C001728,P009,app_push,2025-12-27,0
K008268,C000630,P030,call,2025-07-27,0
K008269,C001496,P025,manager,2025-04-15,0
K008270,C003931,P007,manager,2025-09-20,1
K008271,C005348,P015,app_push,2025-11-05,1
K008272,C002562,P028,app_push,2025-12-27,1
K008273,C000398,P013,manager,2026-03-02,1
K008274,C007676,P027,call,2026-03-17,0
K008275,C002538,P021,sms,2025-06-07,0
