holding_id,customer_id,product_id,amount,buy_date
H002366,C007863,P022,64125.61,2025-04-21
H002367,C004801,P017,17656.13,2024-08-09
H002368,C004801,P015,50000.0,2025-02-02
H002369,C006638,P003,50000.0,2025-07-30
H002370,C006638,P012,34274.87,2025-06-22
H002371,C006638,P004,39059.61,2025-05-18
H002372,C005295,P019,27751.05,2026-01-05
H002373,C005295,P029,13460.55,2025-07-23
H002374,C006648,P001,50000.0,2025-01-27
H002375,C006648,P008,53633.36,2025-06-12
H002376,C007274,P002,57140.35,2025-10-29
H002377,C001039,P016,100000.0,2024-08-11
H002378,C001039,P023,13909.34,2025-11-27
H002379,C000324,P006,54792.69,2024-08-29
H002380,C004082,P003,50000.0,2025-04-13
H002381,C004082,P030,12252.77,2024-06-04
H002382,C004082,P004,73226.25,2025-07-26
H002383,C004768,P006,50000.0,2024-06-06
H002384,C000894,P020,15984.96,2025-05-25
H002385,C002318,P017,40868.38,2024-06-14
H002386,C002318,P026,24045.62,2025-03-31
H002387,C005101,P011,19475.71,2026-01-07
H002388,C000325,P005,100000.0,2024-08-14
H002389,C000325,P014,10860.12,2025-06-14
H002390,C000325,P015,50000.0,2025-04-12
H002391,C001216,P002,97175.62,2024-08-03
H002392,C007206,P003,50000.0,2025-12-10
H002393,C003998,P009,89199.97,2024-09-24
H002394,C003998,P002,46464.71,2025-05-28
H002395,C003998,P020,18057.86,2025-12-18
H002396,C004540,P014,72963.34,2024-12-09
H002397,C004540,P009,50000.0,2024-10-29
H002398,C007282,P024,7610.77,2026-01-09
H002399,C007815,P022,17882.49,2025-07-30
H002400,C001130,P003,50000.0,2025-07-21
H002401,C001130,P006,50000.0,2025-09-20
H002402,C001130,P014,91884.76,2025-03-15
H002403,C005217,P001,50000.0,2024-07-28
H002404,C005217,P014,61763.43,2025-06-12
H002405,C005217,P007,50000.0,2024-07-22
H002406,C005217,P024,26740.6,2024-12-24
H002407,C005956,P006,102152.38,2024-06-14
H002408,C005956,P011,41877.42,2025-10-22
H002409,C005956,P029,10000.0,2025-03-31
H002410,C007052,P021,100000.0,2025-09-09
H002411,C007052,P018,62135.02,2025-10-09
H002412,C007052,P026,6895.95,2024-12-25
H002413,C000665,P014,32764.33,2025-12-14
H002414,C003329,P026,48920.32,2024-07-13
H002415,C003329,P028,100000.0,2024-09-20
H002416,C003329,P026,12722.2,2025-08-20
H002417,C000209,P018,38301.95,2024-12-07
H002418,C007065,P014,10000.0,2025-07-13
H002419,C007065,P022,44760.85,2025-07-21
H002420,C007065,P026,11445.12,2025-02-03
H002421,C007065,P011,56947.04,2024-11-21
H002422,C000748,P028,192511.98,2024-09-30
H002423,C000748,P026,74327.45,2024-12-25
H002424,C000748,P005,100000.0,2025-10-30
H002425,C001740,P019,29012.91,2025-06-29
H002426,C000799,P011,52128.98,2025-11-11
H002427,C000799,P023,22562.61,2025-10-06
H002428,C000089,P016,100000.0,2025-04-17
H002429,C000089,P026,19915.75,2025-09-01
H002430,C000735,P025,98596.11,2025-06-13
H002431,C000735,P005,100000.0,2025-04-14
H002432,C005734,P015,50000.0,2025-04-02
H002433,C003650,P014,25281.78,2025-02-26
H002434,C002690,P020,65406.03,2024-12-22
H002435,C002690,P011,48273.1,2025-08-31
H002436,C001175,P010,89062.01,2025-03-05
H002437,C003143,P007,83688.57,2024-11-27
H002438,C003143,P028,100000.0,2025-07-27
H002439,C003143,P014,89865.53,2025-01-04
H002440,C005188,P008,18580.48,2026-01-12
H002441,C001154,P011,18299.09,2024-06-30
H002442,C001154,P018,10000.0,2024-11-13
H002443,C001154,P029,24173.21,2024-12-07
H002444,C001154,P016,100000.0,2024-11-06
H002445,C000199,P023,55168.74,2026-01-05
H002446,C007867,P005,100000.0,2025-01-01
H002447,C007451,P024,20278.29,2024-11-07
H002448,C007451,P018,31804.99,2024-06-24
H002449,C001098,P011,10000.0,2025-02-27
H002450,C000549,P017,76092.09,2024-10-26
H002451,C000549,P025,33922.04,2025-06-23
H002452,C000549,P008,188152.2,2025-09-16
H002453,C007926,P013,17936.37,2025-07-19
H002454,C007926,P002,44734.7,2025-05-28
H002455,C007926,P027,100000.0,2025-05-18
H002456,C007926,P007,54187.88,2024-09-28
H002457,C006888,P013,19280.78,2025-10-10
H002458,C006721,P027,100000.0,2025-09-01
H002459,C006721,P014,93949.52,2024-12-04
H002460,C006721,P010,50000.0,2025-09-22
H002461,C006721,P030,18557.22,2024-08-16
H002462,C004922,P012,35380.53,2025-05-27
H002463,C004158,P002,25306.37,2025-12-16
H002464,C006863,P001,50000.0,2025-01-10
H002465,C006863,P014,11841.67,2025-03-21
H002466,C002651,P006,50000.0,2025-05-01
H002467,C002651,P021,100000.0,2025-10-24
H002468,C002651,P012,21893.49,2025-12-15
H002469,C005346,P015,65816.68,2025-02-10
H002470,C004884,P004,39884.72,2025-01-16
H002471,C004884,P010,50000.0,2025-03-27
H002472,C005235,P019,12964.19,2025-10-14
H002473,C005235,P025,22675.98,2025-06-09
H002474,C006587,P023,19625.57,2025-09-24
H002475,C007788,P007,50000.0,2025-04-14
H002476,C005170,P013,30700.75,2025-08-30
H002477,C007301,P019,12385.86,2025-05-16
H002478,C006728,P012,13487.74,2025-12-20
H002479,C002269,P006,50000.0,2025-12-29
H002480,C002269,P004,17093.98,2025-10-25
H002481,C002269,P008,48448.84,2025-10-17
H002482,C002269,P002,44576.03,2025-02-22
H002483,C001672,P017,118040.83,2025-04-09
H002484,C000938,P025,11678.14,2025-08-31
H002485,C000938,P025,14381.02,2025-06-23
H002486,C007039,P026,45748.14,2025-05-06
H002487,C007039,P008,30227.58,2025-11-27
H002488,C007039,P015,86326.63,2025-05-02
H002489,C002671,P024,21477.97,2025-03-12
H002490,C002779,P010,50000.0,2025-06-07
H002491,C002779,P006,50000.0,2024-11-24
H002492,C002779,P001,50000.0,2024-08-29
H002493,C003165,P019,75216.23,2025-06-29
H002494,C004693,P029,33428.36,2025-02-23
H002495,C004693,P022,62874.48,2026-01-20
H002496,C004693,P007,50000.0,2025-07-13
H002497,C005045,P009,62571.61,2024-12-08
H002498,C005045,P026,49186.8,2024-12-20
H002499,C005045,P010,50000.0,2025-08-01
H002500,C005045,P015,50000.0,2025-12-26
H002501,C004772,P018,17460.62,2025-02-14
H002502,C004767,P004,35871.64,2025-01-17
H002503,C004302,P029,19916.49,2025-02-26
H002504,C004302,P007,50000.0,2024-09-30
H002505,C004302,P024,3951.42,2024-10-14
H002506,C005000,P028,100000.0,2025-02-10
H002507,C005000,P026,8022.72,2025-07-05
H002508,C003529,P029,45982.63,2025-04-22
H002509,C003529,P009,50000.0,2024-12-12
H002510,C006804,P012,14697.9,2025-07-02
H002511,C000621,P019,79240.3,2025-11-10
H002512,C001453,P003,173160.59,2025-10-06
H002513,C001453,P019,19761.34,2025-08-03
H002514,C001453,P025,36855.25,2025-07-19
H002515,C007529,P019,77345.6,2024-12-02
H002516,C004113,P018,49447.06,2024-06-09
H002517,C004113,P022,78483.31,2026-01-08
H002518,C004113,P006,50000.0,2025-09-24
H002519,C004858,P013,39389.42,2025-11-04
H002520,C000479,P019,16953.51,2025-04-23
H002521,C000479,P019,32863.14,2025-08-17
H002522,C001353,P022,49210.93,2025-11-06
H002523,C004501,P002,36572.87,2025-05-03
H002524,C004501,P027,100000.0,2025-10-03
H002525,C004501,P019,13414.13,2025-07-30
H002526,C001895,P030,34881.02,2024-06-08
H002527,C001895,P029,28792.6,2025-06-16
H002528,C005749,P020,51152.18,2025-05-06
H002529,C001719,P005,100000.0,2024-07-03
H002530,C003502,P012,15256.1,2025-12-02
H002531,C003502,P030,41403.93,2025-03-31
H002532,C001034,P012,32482.16,2025-06-18
H002533,C001034,P026,12152.35,2024-12-26
H002534,C003414,P010,50000.0,2025-11-16
H002535,C003414,P013,12079.4,2025-07-04
H002536,C000287,P016,100000.0,2025-12-01
H002537,C000287,P019,20383.45,2025-02-09
H002538,C000551,P017,34874.03,2025-01-29
H002539,C000551,P026,81767.18,2024-11-11
H002540,C007833,P016,100000.0,2025-08-04
H002541,C006707,P026,17336.21,2025-04-20
H002542,C006707,P009,84670.19,2026-01-05
H002543,C006707,P017,24786.86,2025-05-22
H002544,C004558,P008,64213.67,2025-03-26
H002545,C004558,P030,13709.47,2024-11-25
H002546,C004558,P006,50000.0,2024-10-19
H002547,C005517,P017,46241.24,2025-08-08
H002548,C005517,P013,40211.52,2025-08-24
H002549,C002843,P011,19585.0,2025-01-04
H002550,C001426,P027,100000.0,2026-01-08
H002551,C006637,P013,45462.68,2025-12-22
H002552,C002590,P018,49289.84,2024-12-12
H002553,C002590,P019,45248.24,2024-10-15
H002554,C005195,P030,13615.38,2026-01-16
H002555,C005195,P022,71743.24,2024-11-10
H002556,C005013,P029,10000.0,2025-11-22
H002557,C005013,P008,23614.85,2025-07-21
H002558,C005013,P028,100000.0,2024-07-30
H002559,C005013,P019,9579.36,2025-10-15
H002560,C006919,P018,54378.96,2025-07-28
H002561,C006919,P020,11730.57,2025-09-22
H002562,C006919,P007,50000.0,2025-11-26
H002563,C005938,P026,14117.86,2025-07-22
H002564,C001617,P004,9238.61,2024-08-09
H002565,C005913,P025,22296.26,2025-08-07
H002566,C005913,P020,52693.82,2025-02-13
H002567,C006497,P009,59815.54,2025-04-06
H002568,C006497,P021,100000.0,2025-10-17
H002569,C007134,P009,50000.0,2025-06-28
H002570,C002652,P007,88906.81,2025-08-11
H002571,C002652,P006,50632.64,2024-09-10
H002572,C002652,P011,46793.6,2025-02-08
H002573,C003106,P011,15868.11,2024-06-16
H002574,C003106,P025,12969.0,2025-02-20
H002575,C001785,P026,98352.07,2025-06-26
H002576,C001785,P002,11600.14,2026-01-10
H002577,C001785,P020,10000.0,2025-05-02
H002578,C001785,P007,50000.0,2025-04-25
H002579,C001576,P012,27375.93,2025-09-21
H002580,C001576,P014,114876.54,2025-01-21
H002581,C001576,P024,2586.16,2025-06-18
H002582,C004887,P024,117419.57,2025-02-26
H002583,C004640,P027,104429.79,2025-08-14
H002584,C000702,P028,100000.0,2025-02-18
H002585,C004636,P008,39461.98,2025-03-02
H002586,C004636,P013,61522.19,2025-09-23
H002587,C004636,P015,53247.13,2025-09-03
H002588,C004843,P010,50000.0,2025-05-10
H002589,C004843,P011,26669.84,2025-09-18
H002590,C006216,P001,50000.0,2025-03-24
H002591,C004247,P006,50000.0,2024-10-15
H002592,C004247,P013,18718.54,2025-08-06
H002593,C004247,P007,88029.85,2025-08-31
H002594,C004247,P029,11876.25,2025-08-13
H002595,C006961,P026,9749.44,2025-03-07
H002596,C002522,P019,31104.2,2024-10-27
H002597,C002522,P006,50000.0,2025-06-15
H002598,C005175,P012,11125.29,2025-12-08
H002599,C002355,P022,32556.41,2025-12-23
H002600,C002355,P012,52310.93,2025-07-14
H002601,C004740,P030,12622.08,2025-09-04
H002602,C004740,P003,183122.54,2025-07-28
H002603,C004740,P022,22110.45,2025-12-25
H002604,C004740,P026,20562.53,2026-01-05
H002605,C000834,P003,50000.0,2025-10-31
H002606,C000834,P026,45302.36,2025-07-01
H002607,C002226,P017,62961.8,2024-07-04
H002608,C002226,P010,50000.0,2025-05-01
H002609,C002226,P018,27772.97,2024-10-14
H002610,C005850,P026,12484.08,2024-10-26
H002611,C000550,P007,65438.83,2024-10-17
H002612,C000550,P022,10000.0,2025-10-15
H002613,C001021,P003,50000.0,2025-06-29
H002614,C000249,P010,50000.0,2025-06-28
H002615,C000249,P002,16289.08,2024-09-14
H002616,C002265,P030,10145.77,2025-05-07
H002617,C002265,P006,50000.0,2025-02-26
H002618,C002265,P013,10000.0,2025-06-07
H002619,C003708,P025,25273.68,2025-08-14
H002620,C000297,P011,72691.96,2025-05-18
H002621,C000297,P003,109628.13,2025-09-17
H002622,C000297,P024,24838.58,2025-02-16
H002623,C002664,P027,100000.0,2025-05-14
H002624,C002664,P004,98533.72,2025-09-28
H002625,C002664,P027,100000.0,2025-09-24
H002626,C002664,P001,50000.0,2024-11-06
H002627,C003001,P010,50000.0,2024-12-26
H002628,C003001,P011,23871.55,2025-11-26
H002629,C006339,P023,47578.55,2025-10-06
H002630,C006339,P010,69078.41,2025-02-25
H002631,C002319,P020,23572.98,2024-06-23
H002632,C002319,P012,24619.94,2026-01-13
H002633,C002319,P021,100000.0,2024-07-09
H002634,C007322,P007,50000.0,2025-08-24
H002635,C007322,P027,100000.0,2025-11-28
H002636,C000101,P012,29813.39,2025-12-03
H002637,C004630,P003,121152.34,2026-01-10
H002638,C004630,P016,100000.0,2025-12-07
H002639,C004774,P006,50000.0,2024-06-23
H002640,C003839,P002,18870.12,2024-07-29
H002641,C003839,P014,14699.82,2025-03-25
H002642,C002859,P026,11847.65,2024-08-21
H002643,C002859,P015,50000.0,2025-05-10
H002644,C002292,P026,48445.83,2025-04-29
H002645,C000533,P011,10320.52,2024-12-27
H002646,C000533,P025,17035.93,2025-12-02
H002647,C000533,P019,27200.39,2025-12-25
H002648,C004694,P013,12126.04,2025-06-13
H002649,C005050,P017,24567.67,2024-09-19
H002650,C003371,P026,15348.32,2024-07-29
H002651,C001371,P028,100000.0,2025-10-22
H002652,C006627,P003,50000.0,2025-05-26
H002653,C000347,P022,10000.0,2025-01-31
H002654,C007619,P023,68956.77,2025-06-04
H002655,C003873,P003,50000.0,2025-09-30
H002656,C003857,P013,20546.55,2026-01-08
H002657,C000682,P020,40418.48,2024-08-20
H002658,C000682,P008,14010.65,2025-09-27
H002659,C000682,P018,40098.51,2025-02-21
H002660,C006824,P007,124175.61,2026-01-14
H002661,C003359,P030,4996.35,2025-06-20
H002662,C007606,P006,120110.34,2024-09-30
H002663,C007606,P026,31764.44,2024-08-22
H002664,C006396,P030,25682.74,2025-10-23
H002665,C006487,P002,24955.15,2025-02-21
H002666,C001567,P029,29526.87,2025-11-20
H002667,C004223,P018,31313.95,2025-07-14
H002668,C004223,P024,152655.54,2025-05-24
H002669,C004223,P017,64683.01,2025-04-30
H002670,C006692,P026,20144.99,2024-11-25
H002671,C005373,P010,50000.0,2025-03-05
H002672,C005373,P025,18117.08,2025-01-14
H002673,C006677,P013,15523.26,2025-06-14
H002674,C006677,P017,50953.65,2024-08-01
H002675,C005065,P017,12226.36,2025-03-16
H002676,C005065,P008,91402.48,2025-03-28
H002677,C006628,P007,50000.0,2025-09-28
H002678,C006628,P016,100000.0,2024-12-05
H002679,C006628,P019,56844.64,2025-09-25
H002680,C006628,P025,40301.95,2025-02-17
H002681,C001376,P020,17236.21,2024-09-05
H002682,C001376,P019,58290.17,2024-09-01
H002683,C007486,P027,100000.0,2025-02-13
H002684,C007486,P023,11564.24,2025-11-13
H002685,C007486,P013,73440.21,2025-12-28
H002686,C007486,P029,24027.13,2025-07-21
H002687,C001545,P020,32932.62,2026-01-02
H002688,C001993,P029,67276.29,2025-04-15
H002689,C001993,P008,25240.95,2025-09-11
H002690,C001993,P002,18377.56,2024-09-22
H002691,C006422,P001,50000.0,2024-11-06
H002692,C006422,P017,14295.35,2024-10-06
H002693,C004170,P010,50000.0,2025-04-27
H002694,C004170,P019,46671.11,2025-06-18
H002695,C003756,P029,47814.82,2025-06-11
H002696,C003756,P011,45350.15,2024-07-24
H002697,C005909,P014,27599.12,2025-06-27
H002698,C005236,P013,39130.75,2025-07-19
H002699,C006619,P010,50000.0,2025-10-14
H002700,C006619,P027,100000.0,2025-12-16
H002701,C000085,P024,21656.07,2025-07-02
H002702,C000085,P002,4151.08,2025-05-07
H002703,C005857,P006,50000.0,2024-08-03
H002704,C005857,P009,50000.0,2025-03-02
H002705,C005857,P026,30030.74,2024-08-26
H002706,C005857,P030,24800.77,2024-07-24
H002707,C001559,P004,72460.12,2025-10-03
H002708,C003722,P012,52902.78,2025-05-31
H002709,C003621,P016,100000.0,2024-11-07
H002710,C003621,P023,57439.58,2025-06-08
H002711,C003621,P030,67689.5,2025-10-18
H002712,C002628,P012,21144.89,2025-12-05
H002713,C006583,P023,21927.79,2025-04-26
H002714,C000419,P020,77291.82,2025-03-11
H002715,C000419,P018,45009.14,2024-10-07
H002716,C000419,P022,19924.65,2025-04-16
H002717,C000419,P029,12837.22,2025-04-07
H002718,C005609,P009,52000.94,2025-07-20
H002719,C005609,P018,23960.28,2025-10-28
H002720,C001783,P022,72001.85,2025-12-23
H002721,C003249,P013,28909.63,2026-01-11
H002722,C006679,P029,16869.15,2025-01-15
H002723,C004963,P014,38397.17,2024-12-25
H002724,C004963,P026,72171.94,2025-12-27
H002725,C004963,P021,100000.0,2025-01-09
H002726,C004963,P007,90601.29,2025-09-02
H002727,C007946,P022,12306.62,2024-12-23
H002728,C000294,P014,21095.07,2025-09-30
H002729,C000294,P030,2320.21,2024-07-23
H002730,C005849,P026,49259.94,2024-06-28
H002731,C005849,P024,46148.75,2025-05-16
H002732,C005849,P023,16093.07,2025-08-09
H002733,C003648,P029,94594.71,2025-04-29
H002734,C003648,P015,50000.0,2025-10-07
H002735,C007031,P030,30504.84,2024-09-30
H002736,C007031,P013,15865.2,2025-11-25
H002737,C006588,P018,15082.45,2024-06-15
H002738,C006588,P008,16925.41,2025-08-23
H002739,C005799,P013,28112.23,2026-01-14
H002740,C007540,P018,66811.53,2025-12-27
H002741,C002685,P017,20855.82,2025-08-08
H002742,C002685,P004,26303.64,2025-04-23
H002743,C002685,P012,54757.15,2025-05-14
H002744,C001150,P023,3292.64,2025-04-28
H002745,C001756,P010,50000.0,2025-08-09
H002746,C001756,P011,27797.68,2025-12-30
H002747,C006809,P022,13608.19,2025-06-12
H002748,C006809,P013,55462.38,2025-08-12
H002749,C006809,P023,59613.56,2025-01-17
H002750,C006809,P004,25559.95,2025-07-10
H002751,C001722,P013,10000.0,2025-09-24
H002752,C001722,P005,100000.0,2024-07-19
H002753,C001722,P020,59024.87,2024-09-05
H002754,C006423,P022,22253.3,2025-02-22
H002755,C006423,P019,12734.15,2024-07-22
H002756,C006423,P013,53607.11,2025-09-16
H002757,C006051,P003,50000.0,2025-07-26
H002758,C002686,P014,20645.06,2025-12-01
H002759,C002686,P026,16017.26,2025-03-23
H002760,C002686,P013,13030.4,2025-06-26
H002761,C003528,P010,50000.0,2025-10-25
H002762,C003528,P007,186374.55,2024-07-25
H002763,C003528,P008,22667.15,2025-10-09
H002764,C003528,P017,30675.05,2025-07-03
H002765,C002572,P025,12372.58,2025-04-19
H002766,C002572,P018,14896.87,2024-08-18
H002767,C002349,P029,41713.9,2025-01-23
H002768,C002349,P026,78289.83,2025-02-18
H002769,C005710,P001,50000.0,2025-06-14
H002770,C004455,P021,100000.0,2025-06-06
H002771,C002313,P019,30092.46,2025-06-29
H002772,C007044,P013,54440.04,2025-12-20
H002773,C007044,P020,38249.22,2024-08-29
H002774,C007785,P027,108714.87,2025-05-22
H002775,C005150,P018,20419.08,2025-01-23
H002776,C004103,P026,26631.1,2024-08-06
H002777,C004103,P027,100000.0,2025-06-02
H002778,C004103,P009,81804.37,2025-05-18
H002779,C006813,P007,50000.0,2025-05-11
H002780,C004909,P002,19125.07,2025-08-21
H002781,C004909,P024,21155.69,2025-09-27
H002782,C000374,P007,50000.0,2024-07-01
H002783,C006280,P017,52106.9,2025-06-17
H002784,C001868,P010,50000.0,2025-11-14
H002785,C001868,P011,40053.06,2024-06-15
H002786,C006735,P009,61636.33,2025-11-19
H002787,C006735,P002,80591.19,2025-02-12
H002788,C004393,P011,19592.02,2024-12-18
H002789,C004393,P008,31337.86,2025-04-18
H002790,C004393,P015,50908.65,2025-02-02
H002791,C005460,P003,50000.0,2025-04-21
H002792,C005460,P022,10000.0,2024-10-28
H002793,C001747,P006,50000.0,2025-06-29
H002794,C002442,P010,50000.0,2025-09-26
H002795,C004787,P027,100000.0,2025-07-17
H002796,C004787,P005,100000.0,2025-08-19
H002797,C004787,P016,100000.0,2024-09-01
H002798,C004787,P011,29458.7,2025-04-10
H002799,C004339,P001,50000.0,2025-09-30
H002800,C004339,P014,40138.97,2025-09-09
H002801,C004252,P006,50000.0,2024-07-20
H002802,C002289,P007,50000.0,2025-01-27
H002803,C002289,P008,38078.16,2025-06-11
H002804,C003034,P027,100000.0,2025-09-01
H002805,C003034,P023,20141.99,2025-09-19
H002806,C001394,P024,5272.35,2024-12-16
H002807,C000813,P020,109712.95,2025-11-30
H002808,C005061,P007,67325.53,2026-01-06
H002809,C001859,P015,51200.96,2025-10-19
H002810,C001870,P013,27475.7,2026-01-15
H002811,C001870,P012,17354.95,2025-10-21
H002812,C001870,P028,100000.0,2025-11-22
H002813,C006111,P023,101050.19,2025-11-06
H002814,C006111,P009,50000.0,2025-07-07
H002815,C006111,P024,340517.91,2024-10-06
H002816,C002875,P006,50000.0,2025-03-06
H002817,C004388,P027,100000.0,2025-05-18
H002818,C004388,P012,23128.39,2025-11-09
H002819,C004388,P029,10000.0,2025-11-13
H002820,C004388,P015,50000.0,2025-02-25
H002821,C007255,P018,29118.82,2025-10-24
H002822,C002284,P022,56501.3,2025-10-09
H002823,C002284,P025,15997.2,2025-05-11
H002824,C002284,P012,30869.82,2025-07-07
H002825,C002284,P007,50000.0,2024-10-22
H002826,C001721,P016,100000.0,2025-11-21
H002827,C004589,P021,100000.0,2024-07-08
H002828,C004589,P029,17421.06,2024-12-07
H002829,C004589,P023,67873.06,2025-11-22
H002830,C003533,P011,10065.46,2025-05-04
H002831,C007266,P013,17739.88,2025-09-02
H002832,C000922,P001,50000.0,2024-12-26
H002833,C000922,P012,31279.01,2025-11-24
H002834,C000922,P017,34928.0,2025-11-27
H002835,C000323,P018,10000.0,2025-01-27
H002836,C000323,P018,17512.1,2024-11-30
H002837,C007214,P027,100000.0,2025-10-05
H002838,C007214,P013,37818.74,2025-10-01
H002839,C007214,P002,41252.32,2025-12-28
H002840,C006914,P013,50695.17,2025-09-11
H002841,C006914,P005,100000.0,2025-06-24
H002842,C006189,P027,121162.01,2025-09-01
H002843,C006189,P014,30620.32,2025-09-28
H002844,C003470,P017,13421.04,2025-04-13
H002845,C005367,P022,14814.28,2024-09-25
H002846,C005367,P020,21393.17,2025-08-08
H002847,C005367,P007,50000.0,2025-11-19
H002848,C007932,P005,100000.0,2025-01-12
H002849,C007932,P023,30857.55,2025-04-18
H002850,C007659,P019,43528.48,2025-08-22
H002851,C007659,P015,50000.0,2025-11-23
H002852,C007659,P007,50000.0,2025-02-12
H002853,C007659,P029,24894.07,2025-11-12
H002854,C004994,P013,15264.5,2025-06-28
H002855,C000232,P013,29179.31,2025-11-16
H002856,C001942,P013,14227.4,2025-09-26
H002857,C006881,P017,30242.83,2026-01-02
H002858,C007242,P027,100000.0,2025-02-24
H002859,C007242,P023,97718.39,2025-01-21
H002860,C001080,P027,100000.0,2025-02-08
H002861,C001080,P016,100000.0,2024-11-07
H002862,C007980,P011,15440.03,2024-07-20
H002863,C001116,P004,24301.86,2025-01-06
H002864,C001116,P011,43588.64,2024-06-05
H002865,C001116,P008,96394.03,2025-03-28
H002866,C006094,P008,67793.67,2025-06-26
H002867,C006833,P022,22689.27,2024-06-18
H002868,C006833,P023,32181.89,2025-06-01
H002869,C006833,P006,114456.01,2025-04-11
H002870,C001468,P019,27991.53,2024-10-06
H002871,C001468,P007,50000.0,2024-12-06
H002872,C005769,P030,70621.42,2025-11-22
H002873,C005769,P007,50000.0,2025-05-21
H002874,C005769,P029,10000.0,2025-11-06
H002875,C001579,P004,19787.86,2024-08-18
H002876,C001579,P018,24947.35,2025-11-13
H002877,C006959,P017,21955.81,2025-06-23
H002878,C006862,P030,25462.67,2025-03-27
H002879,C002127,P022,25959.33,2025-04-07
H002880,C006203,P012,14091.38,2025-09-17
H002881,C006203,P004,44357.82,2024-11-13
H002882,C001451,P025,31286.9,2025-07-26
H002883,C001451,P011,12418.6,2024-10-24
H002884,C005068,P008,25468.61,2025-04-10
H002885,C005068,P014,46582.38,2024-12-25
H002886,C005068,P006,50000.0,2024-12-17
H002887,C003050,P020,26414.43,2025-12-19
H002888,C005008,P023,112676.13,2025-06-16
H002889,C005329,P014,18329.59,2024-11-16
H002890,C007602,P026,15313.46,2024-08-10
H002891,C006129,P022,33464.45,2024-12-28
H002892,C007825,P028,100000.0,2024-10-23
H002893,C005398,P019,74849.85,2025-04-07
H002894,C001489,P017,20559.48,2025-06-19
H002895,C007279,P002,16921.3,2024-11-15
H002896,C005489,P029,101364.79,2025-12-30
H002897,C005275,P002,22101.34,2025-01-18
H002898,C005275,P006,50000.0,2025-03-18
H002899,C007828,P009,50000.0,2025-03-27
H002900,C007828,P026,43538.4,2024-07-22
H002901,C007828,P015,50000.0,2025-08-12
H002902,C005649,P011,15594.03,2025-07-07
H002903,C002826,P004,7522.06,2024-09-25
H002904,C002826,P024,7888.15,2025-11-29
H002905,C002826,P025,15612.05,2025-03-22
H002906,C002826,P002,61851.65,2024-07-11
H002907,C001515,P012,21535.57,2025-10-17
H002908,C000266,P017,75776.76,2025-07-27
H002909,C000001,P023,65385.01,2025-04-25
H002910,C003609,P022,60114.63,2026-01-17
H002911,C004983,P015,128085.69,2025-02-12
H002912,C004983,P008,10886.63,2025-03-21
H002913,C004983,P023,20295.61,2025-04-13
H002914,C004983,P020,122720.9,2024-11-06
H002915,C002900,P022,18368.08,2024-11-04
H002916,C007812,P002,20682.62,2025-11-12
H002917,C007812,P009,50000.0,2025-10-30
H002918,C000839,P011,36342.15,2025-01-29
H002919,C000015,P002,24345.75,2025-11-15
H002920,C003919,P017,85245.31,2025-06-23
H002921,C003919,P006,50000.0,2026-01-06
H002922,C004618,P027,100000.0,2025-10-27
H002923,C007377,P016,100000.0,2025-10-15
H002924,C007377,P014,40201.04,2025-05-16
H002925,C006966,P021,100000.0,2024-12-07
H002926,C006966,P026,28155.14,2025-05-27
H002927,C006966,P025,104977.94,2025-05-13
H002928,C000009,P024,318713.08,2025-11-03
H002929,C006505,P023,34719.06,2025-03-27
H002930,C002906,P014,27207.65,2025-03-28
H002931,C002250,P020,41684.5,2025-02-12
H002932,C002250,P027,100000.0,2025-07-14
H002933,C002250,P002,13399.2,2024-08-06
H002934,C002250,P019,48544.01,2025-07-01
H002935,C001040,P009,50000.0,2025-11-30
H002936,C001040,P004,1172.11,2025-08-13
H002937,C003906,P013,49824.11,2025-12-23
H002938,C003906,P027,100000.0,2025-09-07
H002939,C003906,P003,50000.0,2025-12-18
H002940,C003906,P006,253516.13,2024-12-28
H002941,C006035,P007,76232.36,2025-05-05
H002942,C006035,P019,9184.9,2024-11-24
H002943,C003617,P011,14632.75,2024-06-20
H002944,C007702,P027,100000.0,2025-12-30
H002945,C007702,P009,71017.2,2025-02-28
H002946,C007702,P009,50000.0,2024-07-29
H002947,C003681,P029,37740.39,2025-06-20
H002948,C000340,P005,100000.0,2025-03-13
H002949,C000122,P011,17250.7,2025-05-20
H002950,C000122,P018,25381.08,2024-09-24
H002951,C000122,P029,33307.08,2025-08-23
H002952,C005459,P022,43685.41,2024-10-15
H002953,C006400,P030,17667.5,2025-02-08
H002954,C006400,P030,65219.03,2024-10-03
H002955,C006400,P006,50000.0,2024-10-23
H002956,C001091,P019,29488.97,2026-01-04
H002957,C001091,P004,33073.52,2024-08-26
H002958,C001373,P011,81119.85,2025-08-17
H002959,C006022,P019,19513.62,2025-04-28
H002960,C001318,P014,21201.98,2025-02-01
H002961,C001318,P026,23121.42,2024-08-30
H002962,C001318,P026,29412.88,2025-06-28
H002963,C001318,P009,50000.0,2025-07-30
H002964,C000623,P004,8240.92,2025-06-13
H002965,C001420,P005,100000.0,2024-10-24
H002966,C006068,P006,50000.0,2026-01-01
H002967,C006068,P004,9056.85,2024-09-19
H002968,C006068,P019,10742.78,2025-08-25
H002969,C007915,P011,19072.48,2024-08-04
H002970,C002500,P003,50000.0,2025-08-19
H002971,C002500,P002,41874.78,2025-11-04
H002972,C002500,P025,15120.61,2026-01-06
