customer_id,strategy_date
C004541,2026-04-15
C006055,2026-04-15
C001178,2026-04-15
C004460,2026-04-15
C003697,2026-04-15
C007009,2026-04-15
C005377,2026-04-15
C005246,2026-04-15
C001973,2026-04-15
C006803,2026-04-15
C004837,2026-04-15
C001825,2026-04-15
C005059,2026-04-15
C005133,2026-04-15
C004090,2026-04-15
C004342,2026-04-15
C000882,2026-04-15
C004496,2026-04-15
C002717,2026-04-15
C004262,2026-04-15
C000761,2026-04-15
C003293,2026-04-15
C002348,2026-04-15
C005248,2026-04-15
C006369,2026-04-15
C003291,2026-04-15
C007087,2026-04-15
C001719,2026-04-15
C005140,2026-04-15
C006624,2026-04-15
C007881,2026-04-15
C001030,2026-04-15
C000792,2026-04-15
C003952,2026-04-15
C006483,2026-04-15
C007222,2026-04-15
C003308,2026-04-15
C002989,2026-04-15
C001715,2026-04-15
C004251,2026-04-15
C007279,2026-04-15
C001356,2026-04-15
C007219,2026-04-15
C002955,2026-04-15
C001041,2026-04-15
C004632,2026-04-15
C002359,2026-04-15
C003337,2026-04-15
C005910,2026-04-15
C004748,2026-04-15
C001883,2026-04-15
C004146,2026-04-15
C003573,2026-04-15
C002306,2026-04-15
C004658,2026-04-15
C004609,2026-04-15
C005103,2026-04-15
C002901,2026-04-15
C007743,2026-04-15
C007458,2026-04-15
C002866,2026-04-15
C004913,2026-04-15
C006338,2026-04-15
C000682,2026-04-15
C003478,2026-04-15
C000696,2026-04-15
C001349,2026-04-15
C002272,2026-04-15
C000571,2026-04-15
C000703,2026-04-15
C001693,2026-04-15
C000293,2026-04-15
C005686,2026-04-15
C004196,2026-04-15
C001190,2026-04-15
C007877,2026-04-15
C006260,2026-04-15
C004195,2026-04-15
C006695,2026-04-15
C007189,2026-04-15
C002023,2026-04-15
C000269,2026-04-15
C007065,2026-04-15
C000948,2026-04-15
C004190,2026-04-15
C002547,2026-04-15
C002879,2026-04-15
C003027,2026-04-15
C007710,2026-04-15
C001457,2026-04-15
C002439,2026-04-15
C001650,2026-04-15
C002206,2026-04-15
C004095,2026-04-15
C005182,2026-04-15
C002806,2026-04-15
C002548,2026-04-15
C006957,2026-04-15
C004851,2026-04-15
C005385,2026-04-15
C002203,2026-04-15
C006846,2026-04-15
C000517,2026-04-15
C007329,2026-04-15
C003263,2026-04-15
C002709,2026-04-15
C007273,2026-04-15
C000400,2026-04-15
C004560,2026-04-15
C006578,2026-04-15
C004907,2026-04-15
C000010,2026-04-15
C004680,2026-04-15
C007374,2026-04-15
C006927,2026-04-15
C006100,2026-04-15
C005897,2026-04-15
C004098,2026-04-15
C000743,2026-04-15
C004375,2026-04-15
C000866,2026-04-15
C004125,2026-04-15
C000579,2026-04-15
C004279,2026-04-15
C007054,2026-04-15
C002997,2026-04-15
C000220,2026-04-15
C003179,2026-04-15
C006153,2026-04-15
C002053,2026-04-15
C000350,2026-04-15
C004207,2026-04-15
C002920,2026-04-15
C003633,2026-04-15
C006234,2026-04-15
C004601,2026-04-15
C003431,2026-04-15
C001064,2026-04-15
C001861,2026-04-15
C007628,2026-04-15
C003444,2026-04-15
C004677,2026-04-15
C000161,2026-04-15
C001255,2026-04-15
C006785,2026-04-15
C007922,2026-04-15
C007975,2026-04-15
C001792,2026-04-15
C003117,2026-04-15
C005439,2026-04-15
C000753,2026-04-15
C005508,2026-04-15
C006087,2026-04-15
C000784,2026-04-15
C006037,2026-04-15
C001974,2026-04-15
C005199,2026-04-15
C002623,2026-04-15
C003116,2026-04-15
C007964,2026-04-15
C004978,2026-04-15
C001275,2026-04-15
C001196,2026-04-15
C004927,2026-04-15
C000926,2026-04-15
C002172,2026-04-15
C000653,2026-04-15
C006761,2026-04-15
C005132,2026-04-15
C002446,2026-04-15
C000382,2026-04-15
C004350,2026-04-15
C007090,2026-04-15
C006507,2026-04-15
C003504,2026-04-15
C003534,2026-04-15
C000520,2026-04-15
C001541,2026-04-15
C006248,2026-04-15
C001933,2026-04-15
C002760,2026-04-15
C006416,2026-04-15
C006850,2026-04-15
C004202,2026-04-15
C005879,2026-04-15
C002809,2026-04-15
C000809,2026-04-15
C007937,2026-04-15
C007417,2026-04-15
C003734,2026-04-15
C006722,2026-04-15
C007928,2026-04-15
C007538,2026-04-15
C007305,2026-04-15
C004180,2026-04-15
C000062,2026-04-15
C000261,2026-04-15
C000989,2026-04-15
C003020,2026-04-15
C006287,2026-04-15
C005617,2026-04-15
C004688,2026-04-15
C007827,2026-04-15
C006669,2026-04-15
C000080,2026-04-15
C007612,2026-04-15
C001582,2026-04-15
C004204,2026-04-15
C001977,2026-04-15
C003546,2026-04-15
C003668,2026-04-15
C006213,2026-04-15
C005954,2026-04-15
C000387,2026-04-15
C005287,2026-04-15
C001807,2026-04-15
C007122,2026-04-15
C001273,2026-04-15
C000355,2026-04-15
C007616,2026-04-15
C000942,2026-04-15
C003188,2026-04-15
C006553,2026-04-15
C002720,2026-04-15
C004763,2026-04-15
C002007,2026-04-15
C006138,2026-04-15
C003965,2026-04-15
C000359,2026-04-15
C007050,2026-04-15
C004471,2026-04-15
C004101,2026-04-15
C007327,2026-04-15
C004690,2026-04-15
C001798,2026-04-15
C004887,2026-04-15
C006040,2026-04-15
C001787,2026-04-15
C001987,2026-04-15
C006517,2026-04-15
C000139,2026-04-15
C007524,2026-04-15
C005067,2026-04-15
C006370,2026-04-15
C002811,2026-04-15
C007895,2026-04-15
C002169,2026-04-15
C002395,2026-04-15
C000456,2026-04-15
C002396,2026-04-15
C006990,2026-04-15
C001503,2026-04-15
C003840,2026-04-15
C007945,2026-04-15
C005119,2026-04-15
C004829,2026-04-15
C004614,2026-04-15
C005089,2026-04-15
C001732,2026-04-15
C000131,2026-04-15
C007854,2026-04-15
C001583,2026-04-15
C006032,2026-04-15
C000907,2026-04-15
C002292,2026-04-15
C002643,2026-04-15
C000031,2026-04-15
C004428,2026-04-15
C002349,2026-04-15
C005381,2026-04-15
C004903,2026-04-15
C004220,2026-04-15
C003224,2026-04-15
C004943,2026-04-15
C004522,2026-04-15
C005834,2026-04-15
C000591,2026-04-15
C001439,2026-04-15
C007380,2026-04-15
C002732,2026-04-15
C002802,2026-04-15
C005195,2026-04-15
C006209,2026-04-15
C007094,2026-04-15
C000946,2026-04-15
C003726,2026-04-15
C003462,2026-04-15
C004316,2026-04-15
C004646,2026-04-15
C001555,2026-04-15
C000045,2026-04-15
C003287,2026-04-15
C005450,2026-04-15
C003590,2026-04-15
C006883,2026-04-15
C003789,2026-04-15
C003917,2026-04-15
C004133,2026-04-15
C004540,2026-04-15
C006017,2026-04-15
C002923,2026-04-15
C001024,2026-04-15
C002135,2026-04-15
C004918,2026-04-15
C006884,2026-04-15
C007709,2026-04-15
C005779,2026-04-15
C002505,2026-04-15
C005135,2026-04-15
C005989,2026-04-15
C004896,2026-04-15
C000957,2026-04-15
C001473,2026-04-15
C004117,2026-04-15
C004415,2026-04-15
C005278,2026-04-15
C005464,2026-04-15
C007479,2026-04-15
C003432,2026-04-15
C000248,2026-04-15
C004234,2026-04-15
C004975,2026-04-15
C004780,2026-04-15
C005951,2026-04-15
C002013,2026-04-15
C005186,2026-04-15
C004335,2026-04-15
C002000,2026-04-15
C004901,2026-04-15
C003165,2026-04-15
C007177,2026-04-15
C006224,2026-04-15
C002710,2026-04-15
C003721,2026-04-15
C003539,2026-04-15
C004933,2026-04-15
C006161,2026-04-15
C001378,2026-04-15
C001080,2026-04-15
C002819,2026-04-15
C006788,2026-04-15
C003586,2026-04-15
C006159,2026-04-15
C005325,2026-04-15
C005872,2026-04-15
C005352,2026-04-15
C004551,2026-04-15
C006459,2026-04-15
C004852,2026-04-15
C006291,2026-04-15
C002196,2026-04-15
C006280,2026-04-15
C004382,2026-04-15
C004141,2026-04-15
C000960,2026-04-15
C005174,2026-04-15
C006387,2026-04-15
C000853,2026-04-15
C003922,2026-04-15
C001151,2026-04-15
C001538,2026-04-15
C006201,2026-04-15
C003596,2026-04-15
C002580,2026-04-15
C006035,2026-04-15
C006977,2026-04-15
C005946,2026-04-15
C002413,2026-04-15
C005307,2026-04-15
C004983,2026-04-15
C001846,2026-04-15
C000546,2026-04-15
C005380,2026-04-15
C003878,2026-04-15
C003542,2026-04-15
C001749,2026-04-15
C007942,2026-04-15
C001376,2026-04-15
C000897,2026-04-15
C006890,2026-04-15
C003098,2026-04-15
C001963,2026-04-15
C003548,2026-04-15
C000363,2026-04-15
C005555,2026-04-15
C003329,2026-04-15
C006946,2026-04-15
C003169,2026-04-15
C003681,2026-04-15
C001125,2026-04-15
C006155,2026-04-15
C002812,2026-04-15
C004807,2026-04-15
C004984,2026-04-15
C007737,2026-04-15
C003963,2026-04-15
C003316,2026-04-15
C006162,2026-04-15
C003177,2026-04-15
C002881,2026-04-15
C004536,2026-04-15
C000411,2026-04-15
C003058,2026-04-15
C001856,2026-04-15
C007379,2026-04-15
C002985,2026-04-15
C007060,2026-04-15
C001491,2026-04-15
C004505,2026-04-15
C001981,2026-04-15
C005111,2026-04-15
C007431,2026-04-15
C001403,2026-04-15
C000214,2026-04-15
C000536,2026-04-15
C006050,2026-04-15
C005069,2026-04-15
C006643,2026-04-15
C003092,2026-04-15
C004108,2026-04-15
C001513,2026-04-15
C002334,2026-04-15
C003679,2026-04-15
C005428,2026-04-15
C002522,2026-04-15
C007714,2026-04-15
C007492,2026-04-15
C002210,2026-04-15
C003927,2026-04-15
C003854,2026-04-15
C003465,2026-04-15
C002342,2026-04-15
C005098,2026-04-15
C005896,2026-04-15
C002224,2026-04-15
C005842,2026-04-15
C006569,2026-04-15
C004977,2026-04-15
C006550,2026-04-15
C004151,2026-04-15
C001020,2026-04-15
C002412,2026-04-15
C002571,2026-04-15
C007554,2026-04-15
C006705,2026-04-15
C007157,2026-04-15
C007353,2026-04-15
C004827,2026-04-15
C001298,2026-04-15
C005702,2026-04-15
C000861,2026-04-15
C001214,2026-04-15
C004676,2026-04-15
C001422,2026-04-15
C006206,2026-04-15
C001906,2026-04-15
C006797,2026-04-15
C002932,2026-04-15
C005262,2026-04-15
C006453,2026-04-15
C005940,2026-04-15
C002839,2026-04-15
C006716,2026-04-15
C007977,2026-04-15
C005020,2026-04-15
C004307,2026-04-15
C000376,2026-04-15
C000266,2026-04-15
C007771,2026-04-15
C004581,2026-04-15
C004405,2026-04-15
C003930,2026-04-15
C002617,2026-04-15
C006718,2026-04-15
C007068,2026-04-15
C006516,2026-04-15
C004795,2026-04-15
C007057,2026-04-15
C004099,2026-04-15
C000366,2026-04-15
C000702,2026-04-15
C000951,2026-04-15
C007906,2026-04-15
C003648,2026-04-15
C007958,2026-04-15
C001448,2026-04-15
C002124,2026-04-15
C002008,2026-04-15
C002857,2026-04-15
C006394,2026-04-15
C007523,2026-04-15
C006229,2026-04-15
C006478,2026-04-15
C006268,2026-04-15
C004370,2026-04-15
C007040,2026-04-15
C004058,2026-04-15
C001944,2026-04-15
C002885,2026-04-15
C007120,2026-04-15
C007738,2026-04-15
C005320,2026-04-15
C001197,2026-04-15
C007558,2026-04-15
C003080,2026-04-15
C003021,2026-04-15
C000998,2026-04-15
C002696,2026-04-15
C006015,2026-04-15
C006117,2026-04-15
C003268,2026-04-15
C006476,2026-04-15
C000364,2026-04-15
C006250,2026-04-15
C004835,2026-04-15
C001544,2026-04-15
C004744,2026-04-15
C007082,2026-04-15
C007386,2026-04-15
C000537,2026-04-15
C002598,2026-04-15
C005956,2026-04-15
C004484,2026-04-15
C000876,2026-04-15
C001377,2026-04-15
C006635,2026-04-15
C005457,2026-04-15
C004831,2026-04-15
C004578,2026-04-15
C000483,2026-04-15
C000063,2026-04-15
C003974,2026-04-15
C006445,2026-04-15
C002080,2026-04-15
C003358,2026-04-15
C004302,2026-04-15
C005594,2026-04-15
C000434,2026-04-15
C005141,2026-04-15
C005102,2026-04-15
C004857,2026-04-15
C005527,2026-04-15
C003856,2026-04-15
C002085,2026-04-15
C002026,2026-04-15
C002645,2026-04-15
C004751,2026-04-15
C006528,2026-04-15
C003652,2026-04-15
C007274,2026-04-15
C001646,2026-04-15
C007141,2026-04-15
C003713,2026-04-15
C003903,2026-04-15
C007392,2026-04-15
C001284,2026-04-15
C007398,2026-04-15
C002360,2026-04-15
C002584,2026-04-15
C001672,2026-04-15
C006866,2026-04-15
C004972,2026-04-15
C007546,2026-04-15
C000670,2026-04-15
C005254,2026-04-15
C004875,2026-04-15
C001150,2026-04-15
C005509,2026-04-15
C001848,2026-04-15
C000832,2026-04-15
C004232,2026-04-15
C005853,2026-04-15
C007166,2026-04-15
C000295,2026-04-15
C006105,2026-04-15
C005547,2026-04-15
C007006,2026-04-15
C003140,2026-04-15
C005291,2026-04-15
C003398,2026-04-15
C007581,2026-04-15
C007454,2026-04-15
C007940,2026-04-15
C000237,2026-04-15
C004437,2026-04-15
C004246,2026-04-15
C005443,2026-04-15
C007789,2026-04-15
C004407,2026-04-15
C007304,2026-04-15
C005364,2026-04-15
C007005,2026-04-15
C002143,2026-04-15
C003643,2026-04-15
C000060,2026-04-15
C005995,2026-04-15
C003591,2026-04-15
C002083,2026-04-15
C006047,2026-04-15
C000877,2026-04-15
C007980,2026-04-15
C002691,2026-04-15
C004525,2026-04-15
C006090,2026-04-15
C004300,2026-04-15
C001416,2026-04-15
C003449,2026-04-15
C002785,2026-04-15
C004552,2026-04-15
C000267,2026-04-15
C002906,2026-04-15
C007028,2026-04-15
C007021,2026-04-15
C007810,2026-04-15
C005979,2026-04-15
C000186,2026-04-15
C002926,2026-04-15
C007339,2026-04-15
C005549,2026-04-15
C001082,2026-04-15
C006537,2026-04-15
C003910,2026-04-15
C001879,2026-04-15
C007451,2026-04-15
C000954,2026-04-15
C007652,2026-04-15
C000528,2026-04-15
C001497,2026-04-15
C000025,2026-04-15
C006175,2026-04-15
C001174,2026-04-15
C000239,2026-04-15
C004750,2026-04-15
C005870,2026-04-15
C002171,2026-04-15
C000686,2026-04-15
C004764,2026-04-15
C000236,2026-04-15
C003885,2026-04-15
C001232,2026-04-15
C004998,2026-04-15
C000343,2026-04-15
C006929,2026-04-15
C002388,2026-04-15
C000616,2026-04-15
C006252,2026-04-15
C007280,2026-04-15
C002762,2026-04-15
C004430,2026-04-15
C006541,2026-04-15
C003646,2026-04-15
C000773,2026-04-15
C001071,2026-04-15
C006758,2026-04-15
C003992,2026-04-15
C007342,2026-04-15
C001920,2026-04-15
C002873,2026-04-15
C007249,2026-04-15
C003304,2026-04-15
C006790,2026-04-15
C006639,2026-04-15
C003060,2026-04-15
C002219,2026-04-15
C004102,2026-04-15
C002418,2026-04-15
C001595,2026-04-15
C002979,2026-04-15
C001004,2026-04-15
C007735,2026-04-15
C000833,2026-04-15
C005280,2026-04-15
C002376,2026-04-15
C001984,2026-04-15
C004886,2026-04-15
C002262,2026-04-15
C005829,2026-04-15
C001149,2026-04-15
C005560,2026-04-15
C005122,2026-04-15
C001710,2026-04-15
C000834,2026-04-15
C000104,2026-04-15
C005600,2026-04-15
C007872,2026-04-15
C001143,2026-04-15
C002872,2026-04-15
C002333,2026-04-15
C007749,2026-04-15
C001638,2026-04-15
C005858,2026-04-15
C005908,2026-04-15
C004073,2026-04-15
C003798,2026-04-15
C001420,2026-04-15
C007939,2026-04-15
C007334,2026-04-15
C005565,2026-04-15
C001148,2026-04-15
C002332,2026-04-15
C004845,2026-04-15
C006353,2026-04-15
C003217,2026-04-15
C005640,2026-04-15
C004502,2026-04-15
C002510,2026-04-15
C007186,2026-04-15
C007302,2026-04-15
C007307,2026-04-15
C006600,2026-04-15
C006776,2026-04-15
C004988,2026-04-15
C005801,2026-04-15
C004542,2026-04-15
C002518,2026-04-15
C006616,2026-04-15
C007464,2026-04-15
C003423,2026-04-15
C004321,2026-04-15
C001722,2026-04-15
C003923,2026-04-15
C007569,2026-04-15
C005650,2026-04-15
C004794,2026-04-15
C000648,2026-04-15
C002911,2026-04-15
C003172,2026-04-15
C002931,2026-04-15
C005238,2026-04-15
C002701,2026-04-15
